"date","x","values","lat","long","Air.Temperature"
"06-2015",3298," 0.12","47.65800","-122.3176"," 69.79543"
"06-2015",3298," 0.12","47.65800","-122.3176"," 80.74540"
"06-2015",3298," 0.12","47.65800","-122.3176"," 63.36840"
"06-2015",3298," 0.12","47.65800","-122.3176"," 61.59886"
"06-2015",3298," 0.12","47.65800","-122.3176"," 65.28780"
"06-2015",3298," 0.12","47.65800","-122.3176"," 62.48511"
"06-2015",3298," 0.12","47.65800","-122.3176"," 70.12048"
"06-2015",3298," 0.12","47.65800","-122.3176"," 76.33636"
"06-2015",3298," 0.12","47.65800","-122.3176"," 70.57519"
"06-2015",3298," 0.12","47.65800","-122.3176"," 75.98219"
"06-2015",3298," 0.12","47.65800","-122.3176"," 79.30434"
"06-2015",3298," 0.12","47.65800","-122.3176"," 69.93885"
"06-2015",3298," 0.12","47.65800","-122.3176"," 77.98568"
"06-2015",3298," 0.12","47.65800","-122.3176"," 69.75727"
"06-2015",3298," 0.12","47.65800","-122.3176"," 74.70994"
"06-2015",3298," 0.12","47.65800","-122.3176"," 69.33198"
"06-2015",3298," 0.12","47.65800","-122.3176"," 72.60308"
"06-2015",3298," 0.15","47.66847","-122.3861"," 68.21286"
"06-2015",3298," 0.15","47.66847","-122.3861"," 68.59022"
"06-2015",3298," 0.15","47.66847","-122.3861"," 67.26214"
"06-2015",3298," 0.15","47.66847","-122.3861"," 68.43416"
"06-2015",3298," 0.15","47.66847","-122.3861"," 70.12537"
"06-2015",3298," 0.15","47.66847","-122.3861"," 70.35690"
"06-2015",3298," 0.15","47.66847","-122.3861"," 69.79543"
"06-2015",3298," 0.15","47.66847","-122.3861"," 80.74540"
"06-2015",3298," 0.15","47.66847","-122.3861"," 63.36840"
"06-2015",3298," 0.15","47.66847","-122.3861"," 61.59886"
"06-2015",3298," 0.15","47.66847","-122.3861"," 65.28780"
"06-2015",3298," 0.15","47.66847","-122.3861"," 62.48511"
"06-2015",3298," 0.15","47.66847","-122.3861"," 70.12048"
"06-2015",3298," 0.15","47.66847","-122.3861"," 76.33636"
"06-2015",3298," 0.15","47.66847","-122.3861"," 70.57519"
"06-2015",3298," 0.15","47.66847","-122.3861"," 75.98219"
"06-2015",3298," 0.15","47.66847","-122.3861"," 79.30434"
"06-2015",3298," 0.15","47.66847","-122.3861"," 69.93885"
"06-2015",3298," 0.15","47.66847","-122.3861"," 77.98568"
"06-2015",3298," 0.15","47.66847","-122.3861"," 69.75727"
"06-2015",3298," 0.15","47.66847","-122.3861"," 74.70994"
"06-2015",3298," 0.15","47.66847","-122.3861"," 69.33198"
"06-2015",3298," 0.15","47.66847","-122.3861"," 72.60308"
"06-2016",3079," 1.22","47.58394","-122.3830"," 63.35473"
"06-2016",3079," 1.22","47.58394","-122.3830"," 63.71715"
"06-2016",3079," 1.22","47.58394","-122.3830"," 66.13744"
"06-2016",3079," 1.22","47.58394","-122.3830"," 70.33775"
"06-2016",3079," 1.22","47.58394","-122.3830"," 64.92190"
"06-2016",3079," 1.22","47.58394","-122.3830"," 70.62780"
"06-2016",3079," 1.22","47.58394","-122.3830"," 72.89003"
"06-2016",3079," 1.22","47.58394","-122.3830"," 63.47535"
"06-2016",3079," 1.22","47.58394","-122.3830"," 62.52394"
"06-2016",3079," 1.22","47.58394","-122.3830"," 68.71989"
"06-2016",3079," 1.22","47.58394","-122.3830"," 71.53406"
"06-2016",3079," 1.22","47.58394","-122.3830"," 60.08762"
"06-2016",3079," 1.22","47.58394","-122.3830"," 60.60978"
"06-2016",3079," 1.22","47.58394","-122.3830"," 59.28588"
"06-2016",3079," 1.22","47.58394","-122.3830"," 67.46268"
"06-2016",3079," 1.22","47.58394","-122.3830"," 63.66039"
"06-2016",3079," 1.22","47.58394","-122.3830"," 64.70777"
"06-2016",3079," 1.22","47.58394","-122.3830"," 63.35718"
"06-2016",3079," 1.22","47.58394","-122.3830"," 68.02226"
"06-2016",3079," 1.22","47.58394","-122.3830"," 65.97126"
"06-2016",3079," 1.22","47.58394","-122.3830"," 74.03398"
"06-2016",3079," 1.22","47.58394","-122.3830"," 64.06407"
"06-2016",3079," 1.22","47.58394","-122.3830"," 64.33125"
"06-2016",3079," 1.22","47.58394","-122.3830"," 64.89109"
"06-2016",3079," 1.22","47.58394","-122.3830"," 79.65381"
"06-2016",3079," 1.22","47.58394","-122.3830"," 69.31872"
"06-2016",3079," 1.22","47.58394","-122.3830"," 62.21330"
"06-2016",3079," 1.22","47.58394","-122.3830"," 74.36448"
"06-2016",3079," 1.22","47.58394","-122.3830"," 77.71055"
"06-2016",3079," 1.22","47.58394","-122.3830"," 68.13976"
"06-2016",3079," 1.64","47.69262","-122.3144"," 63.35473"
"06-2016",3079," 1.64","47.69262","-122.3144"," 63.71715"
"06-2016",3079," 1.64","47.69262","-122.3144"," 66.13744"
"06-2016",3079," 1.64","47.69262","-122.3144"," 70.33775"
"06-2016",3079," 1.64","47.69262","-122.3144"," 64.92190"
"06-2016",3079," 1.64","47.69262","-122.3144"," 70.62780"
"06-2016",3079," 1.64","47.69262","-122.3144"," 72.89003"
"06-2016",3079," 1.64","47.69262","-122.3144"," 63.47535"
"06-2016",3079," 1.64","47.69262","-122.3144"," 62.52394"
"06-2016",3079," 1.64","47.69262","-122.3144"," 68.71989"
"06-2016",3079," 1.64","47.69262","-122.3144"," 71.53406"
"06-2016",3079," 1.64","47.69262","-122.3144"," 60.08762"
"06-2016",3079," 1.64","47.69262","-122.3144"," 60.60978"
"06-2016",3079," 1.64","47.69262","-122.3144"," 59.28588"
"06-2016",3079," 1.64","47.69262","-122.3144"," 67.46268"
"06-2016",3079," 1.64","47.69262","-122.3144"," 63.66039"
"06-2016",3079," 1.64","47.69262","-122.3144"," 64.70777"
"06-2016",3079," 1.64","47.69262","-122.3144"," 63.35718"
"06-2016",3079," 1.64","47.69262","-122.3144"," 68.02226"
"06-2016",3079," 1.64","47.69262","-122.3144"," 65.97126"
"06-2016",3079," 1.64","47.69262","-122.3144"," 74.03398"
"06-2016",3079," 1.64","47.69262","-122.3144"," 64.06407"
"06-2016",3079," 1.64","47.69262","-122.3144"," 64.33125"
"06-2016",3079," 1.64","47.69262","-122.3144"," 64.89109"
"06-2016",3079," 1.64","47.69262","-122.3144"," 79.65381"
"06-2016",3079," 1.64","47.69262","-122.3144"," 69.31872"
"06-2016",3079," 1.64","47.69262","-122.3144"," 62.21330"
"06-2016",3079," 1.64","47.69262","-122.3144"," 74.36448"
"06-2016",3079," 1.64","47.69262","-122.3144"," 77.71055"
"06-2016",3079," 1.64","47.69262","-122.3144"," 68.13976"
"06-2016",3079," 1.41","47.56544","-122.3397"," 63.35473"
"06-2016",3079," 1.41","47.56544","-122.3397"," 63.71715"
"06-2016",3079," 1.41","47.56544","-122.3397"," 66.13744"
"06-2016",3079," 1.41","47.56544","-122.3397"," 70.33775"
"06-2016",3079," 1.41","47.56544","-122.3397"," 64.92190"
"06-2016",3079," 1.41","47.56544","-122.3397"," 70.62780"
"06-2016",3079," 1.41","47.56544","-122.3397"," 72.89003"
"06-2016",3079," 1.41","47.56544","-122.3397"," 63.47535"
"06-2016",3079," 1.41","47.56544","-122.3397"," 62.52394"
"06-2016",3079," 1.41","47.56544","-122.3397"," 68.71989"
"06-2016",3079," 1.41","47.56544","-122.3397"," 71.53406"
"06-2016",3079," 1.41","47.56544","-122.3397"," 60.08762"
"06-2016",3079," 1.41","47.56544","-122.3397"," 60.60978"
"06-2016",3079," 1.41","47.56544","-122.3397"," 59.28588"
"06-2016",3079," 1.41","47.56544","-122.3397"," 67.46268"
"06-2016",3079," 1.41","47.56544","-122.3397"," 63.66039"
"06-2016",3079," 1.41","47.56544","-122.3397"," 64.70777"
"06-2016",3079," 1.41","47.56544","-122.3397"," 63.35718"
"06-2016",3079," 1.41","47.56544","-122.3397"," 68.02226"
"06-2016",3079," 1.41","47.56544","-122.3397"," 65.97126"
"06-2016",3079," 1.41","47.56544","-122.3397"," 74.03398"
"06-2016",3079," 1.41","47.56544","-122.3397"," 64.06407"
"06-2016",3079," 1.41","47.56544","-122.3397"," 64.33125"
"06-2016",3079," 1.41","47.56544","-122.3397"," 64.89109"
"06-2016",3079," 1.41","47.56544","-122.3397"," 79.65381"
"06-2016",3079," 1.41","47.56544","-122.3397"," 69.31872"
"06-2016",3079," 1.41","47.56544","-122.3397"," 62.21330"
"06-2016",3079," 1.41","47.56544","-122.3397"," 74.36448"
"06-2016",3079," 1.41","47.56544","-122.3397"," 77.71055"
"06-2016",3079," 1.41","47.56544","-122.3397"," 68.13976"
"06-2016",3079," 1.76","47.61477","-122.2940"," 63.35473"
"06-2016",3079," 1.76","47.61477","-122.2940"," 63.71715"
"06-2016",3079," 1.76","47.61477","-122.2940"," 66.13744"
"06-2016",3079," 1.76","47.61477","-122.2940"," 70.33775"
"06-2016",3079," 1.76","47.61477","-122.2940"," 64.92190"
"06-2016",3079," 1.76","47.61477","-122.2940"," 70.62780"
"06-2016",3079," 1.76","47.61477","-122.2940"," 72.89003"
"06-2016",3079," 1.76","47.61477","-122.2940"," 63.47535"
"06-2016",3079," 1.76","47.61477","-122.2940"," 62.52394"
"06-2016",3079," 1.76","47.61477","-122.2940"," 68.71989"
"06-2016",3079," 1.76","47.61477","-122.2940"," 71.53406"
"06-2016",3079," 1.76","47.61477","-122.2940"," 60.08762"
"06-2016",3079," 1.76","47.61477","-122.2940"," 60.60978"
"06-2016",3079," 1.76","47.61477","-122.2940"," 59.28588"
"06-2016",3079," 1.76","47.61477","-122.2940"," 67.46268"
"06-2016",3079," 1.76","47.61477","-122.2940"," 63.66039"
"06-2016",3079," 1.76","47.61477","-122.2940"," 64.70777"
"06-2016",3079," 1.76","47.61477","-122.2940"," 63.35718"
"06-2016",3079," 1.76","47.61477","-122.2940"," 68.02226"
"06-2016",3079," 1.76","47.61477","-122.2940"," 65.97126"
"06-2016",3079," 1.76","47.61477","-122.2940"," 74.03398"
"06-2016",3079," 1.76","47.61477","-122.2940"," 64.06407"
"06-2016",3079," 1.76","47.61477","-122.2940"," 64.33125"
"06-2016",3079," 1.76","47.61477","-122.2940"," 64.89109"
"06-2016",3079," 1.76","47.61477","-122.2940"," 79.65381"
"06-2016",3079," 1.76","47.61477","-122.2940"," 69.31872"
"06-2016",3079," 1.76","47.61477","-122.2940"," 62.21330"
"06-2016",3079," 1.76","47.61477","-122.2940"," 74.36448"
"06-2016",3079," 1.76","47.61477","-122.2940"," 77.71055"
"06-2016",3079," 1.76","47.61477","-122.2940"," 68.13976"
"06-2016",3079," 1.63","47.72503","-122.3414"," 63.35473"
"06-2016",3079," 1.63","47.72503","-122.3414"," 63.71715"
"06-2016",3079," 1.63","47.72503","-122.3414"," 66.13744"
"06-2016",3079," 1.63","47.72503","-122.3414"," 70.33775"
"06-2016",3079," 1.63","47.72503","-122.3414"," 64.92190"
"06-2016",3079," 1.63","47.72503","-122.3414"," 70.62780"
"06-2016",3079," 1.63","47.72503","-122.3414"," 72.89003"
"06-2016",3079," 1.63","47.72503","-122.3414"," 63.47535"
"06-2016",3079," 1.63","47.72503","-122.3414"," 62.52394"
"06-2016",3079," 1.63","47.72503","-122.3414"," 68.71989"
"06-2016",3079," 1.63","47.72503","-122.3414"," 71.53406"
"06-2016",3079," 1.63","47.72503","-122.3414"," 60.08762"
"06-2016",3079," 1.63","47.72503","-122.3414"," 60.60978"
"06-2016",3079," 1.63","47.72503","-122.3414"," 59.28588"
"06-2016",3079," 1.63","47.72503","-122.3414"," 67.46268"
"06-2016",3079," 1.63","47.72503","-122.3414"," 63.66039"
"06-2016",3079," 1.63","47.72503","-122.3414"," 64.70777"
"06-2016",3079," 1.63","47.72503","-122.3414"," 63.35718"
"06-2016",3079," 1.63","47.72503","-122.3414"," 68.02226"
"06-2016",3079," 1.63","47.72503","-122.3414"," 65.97126"
"06-2016",3079," 1.63","47.72503","-122.3414"," 74.03398"
"06-2016",3079," 1.63","47.72503","-122.3414"," 64.06407"
"06-2016",3079," 1.63","47.72503","-122.3414"," 64.33125"
"06-2016",3079," 1.63","47.72503","-122.3414"," 64.89109"
"06-2016",3079," 1.63","47.72503","-122.3414"," 79.65381"
"06-2016",3079," 1.63","47.72503","-122.3414"," 69.31872"
"06-2016",3079," 1.63","47.72503","-122.3414"," 62.21330"
"06-2016",3079," 1.63","47.72503","-122.3414"," 74.36448"
"06-2016",3079," 1.63","47.72503","-122.3414"," 77.71055"
"06-2016",3079," 1.63","47.72503","-122.3414"," 68.13976"
"06-2016",3079," 1.37","47.51631","-122.3181"," 63.35473"
"06-2016",3079," 1.37","47.51631","-122.3181"," 63.71715"
"06-2016",3079," 1.37","47.51631","-122.3181"," 66.13744"
"06-2016",3079," 1.37","47.51631","-122.3181"," 70.33775"
"06-2016",3079," 1.37","47.51631","-122.3181"," 64.92190"
"06-2016",3079," 1.37","47.51631","-122.3181"," 70.62780"
"06-2016",3079," 1.37","47.51631","-122.3181"," 72.89003"
"06-2016",3079," 1.37","47.51631","-122.3181"," 63.47535"
"06-2016",3079," 1.37","47.51631","-122.3181"," 62.52394"
"06-2016",3079," 1.37","47.51631","-122.3181"," 68.71989"
"06-2016",3079," 1.37","47.51631","-122.3181"," 71.53406"
"06-2016",3079," 1.37","47.51631","-122.3181"," 60.08762"
"06-2016",3079," 1.37","47.51631","-122.3181"," 60.60978"
"06-2016",3079," 1.37","47.51631","-122.3181"," 59.28588"
"06-2016",3079," 1.37","47.51631","-122.3181"," 67.46268"
"06-2016",3079," 1.37","47.51631","-122.3181"," 63.66039"
"06-2016",3079," 1.37","47.51631","-122.3181"," 64.70777"
"06-2016",3079," 1.37","47.51631","-122.3181"," 63.35718"
"06-2016",3079," 1.37","47.51631","-122.3181"," 68.02226"
"06-2016",3079," 1.37","47.51631","-122.3181"," 65.97126"
"06-2016",3079," 1.37","47.51631","-122.3181"," 74.03398"
"06-2016",3079," 1.37","47.51631","-122.3181"," 64.06407"
"06-2016",3079," 1.37","47.51631","-122.3181"," 64.33125"
"06-2016",3079," 1.37","47.51631","-122.3181"," 64.89109"
"06-2016",3079," 1.37","47.51631","-122.3181"," 79.65381"
"06-2016",3079," 1.37","47.51631","-122.3181"," 69.31872"
"06-2016",3079," 1.37","47.51631","-122.3181"," 62.21330"
"06-2016",3079," 1.37","47.51631","-122.3181"," 74.36448"
"06-2016",3079," 1.37","47.51631","-122.3181"," 77.71055"
"06-2016",3079," 1.37","47.51631","-122.3181"," 68.13976"
"06-2016",3079," 1.40","47.66847","-122.3861"," 63.35473"
"06-2016",3079," 1.40","47.66847","-122.3861"," 63.71715"
"06-2016",3079," 1.40","47.66847","-122.3861"," 66.13744"
"06-2016",3079," 1.40","47.66847","-122.3861"," 70.33775"
"06-2016",3079," 1.40","47.66847","-122.3861"," 64.92190"
"06-2016",3079," 1.40","47.66847","-122.3861"," 70.62780"
"06-2016",3079," 1.40","47.66847","-122.3861"," 72.89003"
"06-2016",3079," 1.40","47.66847","-122.3861"," 63.47535"
"06-2016",3079," 1.40","47.66847","-122.3861"," 62.52394"
"06-2016",3079," 1.40","47.66847","-122.3861"," 68.71989"
"06-2016",3079," 1.40","47.66847","-122.3861"," 71.53406"
"06-2016",3079," 1.40","47.66847","-122.3861"," 60.08762"
"06-2016",3079," 1.40","47.66847","-122.3861"," 60.60978"
"06-2016",3079," 1.40","47.66847","-122.3861"," 59.28588"
"06-2016",3079," 1.40","47.66847","-122.3861"," 67.46268"
"06-2016",3079," 1.40","47.66847","-122.3861"," 63.66039"
"06-2016",3079," 1.40","47.66847","-122.3861"," 64.70777"
"06-2016",3079," 1.40","47.66847","-122.3861"," 63.35718"
"06-2016",3079," 1.40","47.66847","-122.3861"," 68.02226"
"06-2016",3079," 1.40","47.66847","-122.3861"," 65.97126"
"06-2016",3079," 1.40","47.66847","-122.3861"," 74.03398"
"06-2016",3079," 1.40","47.66847","-122.3861"," 64.06407"
"06-2016",3079," 1.40","47.66847","-122.3861"," 64.33125"
"06-2016",3079," 1.40","47.66847","-122.3861"," 64.89109"
"06-2016",3079," 1.40","47.66847","-122.3861"," 79.65381"
"06-2016",3079," 1.40","47.66847","-122.3861"," 69.31872"
"06-2016",3079," 1.40","47.66847","-122.3861"," 62.21330"
"06-2016",3079," 1.40","47.66847","-122.3861"," 74.36448"
"06-2016",3079," 1.40","47.66847","-122.3861"," 77.71055"
"06-2016",3079," 1.40","47.66847","-122.3861"," 68.13976"
"06-2016",3079," 1.73","47.51885","-122.2669"," 63.35473"
"06-2016",3079," 1.73","47.51885","-122.2669"," 63.71715"
"06-2016",3079," 1.73","47.51885","-122.2669"," 66.13744"
"06-2016",3079," 1.73","47.51885","-122.2669"," 70.33775"
"06-2016",3079," 1.73","47.51885","-122.2669"," 64.92190"
"06-2016",3079," 1.73","47.51885","-122.2669"," 70.62780"
"06-2016",3079," 1.73","47.51885","-122.2669"," 72.89003"
"06-2016",3079," 1.73","47.51885","-122.2669"," 63.47535"
"06-2016",3079," 1.73","47.51885","-122.2669"," 62.52394"
"06-2016",3079," 1.73","47.51885","-122.2669"," 68.71989"
"06-2016",3079," 1.73","47.51885","-122.2669"," 71.53406"
"06-2016",3079," 1.73","47.51885","-122.2669"," 60.08762"
"06-2016",3079," 1.73","47.51885","-122.2669"," 60.60978"
"06-2016",3079," 1.73","47.51885","-122.2669"," 59.28588"
"06-2016",3079," 1.73","47.51885","-122.2669"," 67.46268"
"06-2016",3079," 1.73","47.51885","-122.2669"," 63.66039"
"06-2016",3079," 1.73","47.51885","-122.2669"," 64.70777"
"06-2016",3079," 1.73","47.51885","-122.2669"," 63.35718"
"06-2016",3079," 1.73","47.51885","-122.2669"," 68.02226"
"06-2016",3079," 1.73","47.51885","-122.2669"," 65.97126"
"06-2016",3079," 1.73","47.51885","-122.2669"," 74.03398"
"06-2016",3079," 1.73","47.51885","-122.2669"," 64.06407"
"06-2016",3079," 1.73","47.51885","-122.2669"," 64.33125"
"06-2016",3079," 1.73","47.51885","-122.2669"," 64.89109"
"06-2016",3079," 1.73","47.51885","-122.2669"," 79.65381"
"06-2016",3079," 1.73","47.51885","-122.2669"," 69.31872"
"06-2016",3079," 1.73","47.51885","-122.2669"," 62.21330"
"06-2016",3079," 1.73","47.51885","-122.2669"," 74.36448"
"06-2016",3079," 1.73","47.51885","-122.2669"," 77.71055"
"06-2016",3079," 1.73","47.51885","-122.2669"," 68.13976"
"06-2016",3079," 1.26","47.50812","-122.3871"," 63.35473"
"06-2016",3079," 1.26","47.50812","-122.3871"," 63.71715"
"06-2016",3079," 1.26","47.50812","-122.3871"," 66.13744"
"06-2016",3079," 1.26","47.50812","-122.3871"," 70.33775"
"06-2016",3079," 1.26","47.50812","-122.3871"," 64.92190"
"06-2016",3079," 1.26","47.50812","-122.3871"," 70.62780"
"06-2016",3079," 1.26","47.50812","-122.3871"," 72.89003"
"06-2016",3079," 1.26","47.50812","-122.3871"," 63.47535"
"06-2016",3079," 1.26","47.50812","-122.3871"," 62.52394"
"06-2016",3079," 1.26","47.50812","-122.3871"," 68.71989"
"06-2016",3079," 1.26","47.50812","-122.3871"," 71.53406"
"06-2016",3079," 1.26","47.50812","-122.3871"," 60.08762"
"06-2016",3079," 1.26","47.50812","-122.3871"," 60.60978"
"06-2016",3079," 1.26","47.50812","-122.3871"," 59.28588"
"06-2016",3079," 1.26","47.50812","-122.3871"," 67.46268"
"06-2016",3079," 1.26","47.50812","-122.3871"," 63.66039"
"06-2016",3079," 1.26","47.50812","-122.3871"," 64.70777"
"06-2016",3079," 1.26","47.50812","-122.3871"," 63.35718"
"06-2016",3079," 1.26","47.50812","-122.3871"," 68.02226"
"06-2016",3079," 1.26","47.50812","-122.3871"," 65.97126"
"06-2016",3079," 1.26","47.50812","-122.3871"," 74.03398"
"06-2016",3079," 1.26","47.50812","-122.3871"," 64.06407"
"06-2016",3079," 1.26","47.50812","-122.3871"," 64.33125"
"06-2016",3079," 1.26","47.50812","-122.3871"," 64.89109"
"06-2016",3079," 1.26","47.50812","-122.3871"," 79.65381"
"06-2016",3079," 1.26","47.50812","-122.3871"," 69.31872"
"06-2016",3079," 1.26","47.50812","-122.3871"," 62.21330"
"06-2016",3079," 1.26","47.50812","-122.3871"," 74.36448"
"06-2016",3079," 1.26","47.50812","-122.3871"," 77.71055"
"06-2016",3079," 1.26","47.50812","-122.3871"," 68.13976"
"06-2016",3079," 1.17","47.64321","-122.3936"," 63.35473"
"06-2016",3079," 1.17","47.64321","-122.3936"," 63.71715"
"06-2016",3079," 1.17","47.64321","-122.3936"," 66.13744"
"06-2016",3079," 1.17","47.64321","-122.3936"," 70.33775"
"06-2016",3079," 1.17","47.64321","-122.3936"," 64.92190"
"06-2016",3079," 1.17","47.64321","-122.3936"," 70.62780"
"06-2016",3079," 1.17","47.64321","-122.3936"," 72.89003"
"06-2016",3079," 1.17","47.64321","-122.3936"," 63.47535"
"06-2016",3079," 1.17","47.64321","-122.3936"," 62.52394"
"06-2016",3079," 1.17","47.64321","-122.3936"," 68.71989"
"06-2016",3079," 1.17","47.64321","-122.3936"," 71.53406"
"06-2016",3079," 1.17","47.64321","-122.3936"," 60.08762"
"06-2016",3079," 1.17","47.64321","-122.3936"," 60.60978"
"06-2016",3079," 1.17","47.64321","-122.3936"," 59.28588"
"06-2016",3079," 1.17","47.64321","-122.3936"," 67.46268"
"06-2016",3079," 1.17","47.64321","-122.3936"," 63.66039"
"06-2016",3079," 1.17","47.64321","-122.3936"," 64.70777"
"06-2016",3079," 1.17","47.64321","-122.3936"," 63.35718"
"06-2016",3079," 1.17","47.64321","-122.3936"," 68.02226"
"06-2016",3079," 1.17","47.64321","-122.3936"," 65.97126"
"06-2016",3079," 1.17","47.64321","-122.3936"," 74.03398"
"06-2016",3079," 1.17","47.64321","-122.3936"," 64.06407"
"06-2016",3079," 1.17","47.64321","-122.3936"," 64.33125"
"06-2016",3079," 1.17","47.64321","-122.3936"," 64.89109"
"06-2016",3079," 1.17","47.64321","-122.3936"," 79.65381"
"06-2016",3079," 1.17","47.64321","-122.3936"," 69.31872"
"06-2016",3079," 1.17","47.64321","-122.3936"," 62.21330"
"06-2016",3079," 1.17","47.64321","-122.3936"," 74.36448"
"06-2016",3079," 1.17","47.64321","-122.3936"," 77.71055"
"06-2016",3079," 1.17","47.64321","-122.3936"," 68.13976"
"06-2016",3079," 1.75","47.65800","-122.3176"," 63.35473"
"06-2016",3079," 1.75","47.65800","-122.3176"," 63.71715"
"06-2016",3079," 1.75","47.65800","-122.3176"," 66.13744"
"06-2016",3079," 1.75","47.65800","-122.3176"," 70.33775"
"06-2016",3079," 1.75","47.65800","-122.3176"," 64.92190"
"06-2016",3079," 1.75","47.65800","-122.3176"," 70.62780"
"06-2016",3079," 1.75","47.65800","-122.3176"," 72.89003"
"06-2016",3079," 1.75","47.65800","-122.3176"," 63.47535"
"06-2016",3079," 1.75","47.65800","-122.3176"," 62.52394"
"06-2016",3079," 1.75","47.65800","-122.3176"," 68.71989"
"06-2016",3079," 1.75","47.65800","-122.3176"," 71.53406"
"06-2016",3079," 1.75","47.65800","-122.3176"," 60.08762"
"06-2016",3079," 1.75","47.65800","-122.3176"," 60.60978"
"06-2016",3079," 1.75","47.65800","-122.3176"," 59.28588"
"06-2016",3079," 1.75","47.65800","-122.3176"," 67.46268"
"06-2016",3079," 1.75","47.65800","-122.3176"," 63.66039"
"06-2016",3079," 1.75","47.65800","-122.3176"," 64.70777"
"06-2016",3079," 1.75","47.65800","-122.3176"," 63.35718"
"06-2016",3079," 1.75","47.65800","-122.3176"," 68.02226"
"06-2016",3079," 1.75","47.65800","-122.3176"," 65.97126"
"06-2016",3079," 1.75","47.65800","-122.3176"," 74.03398"
"06-2016",3079," 1.75","47.65800","-122.3176"," 64.06407"
"06-2016",3079," 1.75","47.65800","-122.3176"," 64.33125"
"06-2016",3079," 1.75","47.65800","-122.3176"," 64.89109"
"06-2016",3079," 1.75","47.65800","-122.3176"," 79.65381"
"06-2016",3079," 1.75","47.65800","-122.3176"," 69.31872"
"06-2016",3079," 1.75","47.65800","-122.3176"," 62.21330"
"06-2016",3079," 1.75","47.65800","-122.3176"," 74.36448"
"06-2016",3079," 1.75","47.65800","-122.3176"," 77.71055"
"06-2016",3079," 1.75","47.65800","-122.3176"," 68.13976"
"06-2016",3079," 1.09","47.61803","-122.3585"," 63.35473"
"06-2016",3079," 1.09","47.61803","-122.3585"," 63.71715"
"06-2016",3079," 1.09","47.61803","-122.3585"," 66.13744"
"06-2016",3079," 1.09","47.61803","-122.3585"," 70.33775"
"06-2016",3079," 1.09","47.61803","-122.3585"," 64.92190"
"06-2016",3079," 1.09","47.61803","-122.3585"," 70.62780"
"06-2016",3079," 1.09","47.61803","-122.3585"," 72.89003"
"06-2016",3079," 1.09","47.61803","-122.3585"," 63.47535"
"06-2016",3079," 1.09","47.61803","-122.3585"," 62.52394"
"06-2016",3079," 1.09","47.61803","-122.3585"," 68.71989"
"06-2016",3079," 1.09","47.61803","-122.3585"," 71.53406"
"06-2016",3079," 1.09","47.61803","-122.3585"," 60.08762"
"06-2016",3079," 1.09","47.61803","-122.3585"," 60.60978"
"06-2016",3079," 1.09","47.61803","-122.3585"," 59.28588"
"06-2016",3079," 1.09","47.61803","-122.3585"," 67.46268"
"06-2016",3079," 1.09","47.61803","-122.3585"," 63.66039"
"06-2016",3079," 1.09","47.61803","-122.3585"," 64.70777"
"06-2016",3079," 1.09","47.61803","-122.3585"," 63.35718"
"06-2016",3079," 1.09","47.61803","-122.3585"," 68.02226"
"06-2016",3079," 1.09","47.61803","-122.3585"," 65.97126"
"06-2016",3079," 1.09","47.61803","-122.3585"," 74.03398"
"06-2016",3079," 1.09","47.61803","-122.3585"," 64.06407"
"06-2016",3079," 1.09","47.61803","-122.3585"," 64.33125"
"06-2016",3079," 1.09","47.61803","-122.3585"," 64.89109"
"06-2016",3079," 1.09","47.61803","-122.3585"," 79.65381"
"06-2016",3079," 1.09","47.61803","-122.3585"," 69.31872"
"06-2016",3079," 1.09","47.61803","-122.3585"," 62.21330"
"06-2016",3079," 1.09","47.61803","-122.3585"," 74.36448"
"06-2016",3079," 1.09","47.61803","-122.3585"," 77.71055"
"06-2016",3079," 1.09","47.61803","-122.3585"," 68.13976"
"06-2016",3079," 1.53","47.68438","-122.2601"," 63.35473"
"06-2016",3079," 1.53","47.68438","-122.2601"," 63.71715"
"06-2016",3079," 1.53","47.68438","-122.2601"," 66.13744"
"06-2016",3079," 1.53","47.68438","-122.2601"," 70.33775"
"06-2016",3079," 1.53","47.68438","-122.2601"," 64.92190"
"06-2016",3079," 1.53","47.68438","-122.2601"," 70.62780"
"06-2016",3079," 1.53","47.68438","-122.2601"," 72.89003"
"06-2016",3079," 1.53","47.68438","-122.2601"," 63.47535"
"06-2016",3079," 1.53","47.68438","-122.2601"," 62.52394"
"06-2016",3079," 1.53","47.68438","-122.2601"," 68.71989"
"06-2016",3079," 1.53","47.68438","-122.2601"," 71.53406"
"06-2016",3079," 1.53","47.68438","-122.2601"," 60.08762"
"06-2016",3079," 1.53","47.68438","-122.2601"," 60.60978"
"06-2016",3079," 1.53","47.68438","-122.2601"," 59.28588"
"06-2016",3079," 1.53","47.68438","-122.2601"," 67.46268"
"06-2016",3079," 1.53","47.68438","-122.2601"," 63.66039"
"06-2016",3079," 1.53","47.68438","-122.2601"," 64.70777"
"06-2016",3079," 1.53","47.68438","-122.2601"," 63.35718"
"06-2016",3079," 1.53","47.68438","-122.2601"," 68.02226"
"06-2016",3079," 1.53","47.68438","-122.2601"," 65.97126"
"06-2016",3079," 1.53","47.68438","-122.2601"," 74.03398"
"06-2016",3079," 1.53","47.68438","-122.2601"," 64.06407"
"06-2016",3079," 1.53","47.68438","-122.2601"," 64.33125"
