"date","x","values","lat","long","Air.Temperature"
"01-2015",2885," 2.65","47.68438","-122.2601"," 35.45596"
"01-2015",2885," 2.65","47.68438","-122.2601"," 46.93173"
"01-2015",2885," 2.65","47.68438","-122.2601"," 43.44506"
"01-2015",2885," 2.65","47.68438","-122.2601"," 51.99488"
"01-2015",2885," 2.65","47.68438","-122.2601"," 38.07128"
"01-2015",2885," 2.65","47.68438","-122.2601"," 46.76586"
"01-2015",2885," 2.65","47.68438","-122.2601"," 43.52210"
"01-2015",2885," 2.65","47.68438","-122.2601"," 49.60993"
"01-2015",2885," 2.65","47.68438","-122.2601"," 40.13902"
"01-2015",2885," 2.65","47.68438","-122.2601"," 43.59779"
"01-2015",2885," 2.65","47.68438","-122.2601"," 45.49070"
"01-2015",2885," 2.65","47.68438","-122.2601"," 46.13312"
"01-2015",2885," 2.65","47.68438","-122.2601"," 43.36374"
"01-2015",2885," 2.65","47.68438","-122.2601"," 42.97822"
"01-2015",2885," 2.65","47.68438","-122.2601"," 54.44149"
"01-2015",2885," 2.65","47.68438","-122.2601"," 42.26622"
"01-2015",2885," 2.65","47.68438","-122.2601"," 49.35307"
"01-2015",2885," 2.65","47.68438","-122.2601"," 42.43541"
"01-2015",2885," 2.65","47.68438","-122.2601"," 54.07249"
"01-2015",2885," 2.65","47.68438","-122.2601"," 46.47149"
"01-2015",2885," 2.65","47.68438","-122.2601"," 47.05690"
"01-2015",2885," 2.65","47.68438","-122.2601"," 47.58398"
"01-2015",2885," 2.65","47.68438","-122.2601"," 53.03213"
"01-2015",2885," 2.65","47.68438","-122.2601"," 50.27873"
"01-2015",2885," 2.65","47.68438","-122.2601"," 45.31089"
"01-2015",2885," 2.65","47.68438","-122.2601"," 45.13078"
"01-2015",2885," 2.65","47.68438","-122.2601"," 50.78976"
"01-2015",2885," 2.65","47.68438","-122.2601"," 43.14574"
"01-2015",2885," 2.65","47.68438","-122.2601"," 47.73180"
"01-2015",2885," 2.65","47.68438","-122.2601"," 45.87894"
"01-2015",2885," 2.65","47.68438","-122.2601"," 43.12816"
"01-2015",2885," 2.61","47.69924","-122.3706"," 35.45596"
"01-2015",2885," 2.61","47.69924","-122.3706"," 46.93173"
"01-2015",2885," 2.61","47.69924","-122.3706"," 43.44506"
"01-2015",2885," 2.61","47.69924","-122.3706"," 51.99488"
"01-2015",2885," 2.61","47.69924","-122.3706"," 38.07128"
"01-2015",2885," 2.61","47.69924","-122.3706"," 46.76586"
"01-2015",2885," 2.61","47.69924","-122.3706"," 43.52210"
"01-2015",2885," 2.61","47.69924","-122.3706"," 49.60993"
"01-2015",2885," 2.61","47.69924","-122.3706"," 40.13902"
"01-2015",2885," 2.61","47.69924","-122.3706"," 43.59779"
"01-2015",2885," 2.61","47.69924","-122.3706"," 45.49070"
"01-2015",2885," 2.61","47.69924","-122.3706"," 46.13312"
"01-2015",2885," 2.61","47.69924","-122.3706"," 43.36374"
"01-2015",2885," 2.61","47.69924","-122.3706"," 42.97822"
"01-2015",2885," 2.61","47.69924","-122.3706"," 54.44149"
"01-2015",2885," 2.61","47.69924","-122.3706"," 42.26622"
"01-2015",2885," 2.61","47.69924","-122.3706"," 49.35307"
"01-2015",2885," 2.61","47.69924","-122.3706"," 42.43541"
"01-2015",2885," 2.61","47.69924","-122.3706"," 54.07249"
"01-2015",2885," 2.61","47.69924","-122.3706"," 46.47149"
"01-2015",2885," 2.61","47.69924","-122.3706"," 47.05690"
"01-2015",2885," 2.61","47.69924","-122.3706"," 47.58398"
"01-2015",2885," 2.61","47.69924","-122.3706"," 53.03213"
"01-2015",2885," 2.61","47.69924","-122.3706"," 50.27873"
"01-2015",2885," 2.61","47.69924","-122.3706"," 45.31089"
"01-2015",2885," 2.61","47.69924","-122.3706"," 45.13078"
"01-2015",2885," 2.61","47.69924","-122.3706"," 50.78976"
"01-2015",2885," 2.61","47.69924","-122.3706"," 43.14574"
"01-2015",2885," 2.61","47.69924","-122.3706"," 47.73180"
"01-2015",2885," 2.61","47.69924","-122.3706"," 45.87894"
"01-2015",2885," 2.61","47.69924","-122.3706"," 43.12816"
"01-2015",2885," 2.36","47.52720","-122.3047"," 35.45596"
"01-2015",2885," 2.36","47.52720","-122.3047"," 46.93173"
"01-2015",2885," 2.36","47.52720","-122.3047"," 43.44506"
"01-2015",2885," 2.36","47.52720","-122.3047"," 51.99488"
"01-2015",2885," 2.36","47.52720","-122.3047"," 38.07128"
"01-2015",2885," 2.36","47.52720","-122.3047"," 46.76586"
"01-2015",2885," 2.36","47.52720","-122.3047"," 43.52210"
"01-2015",2885," 2.36","47.52720","-122.3047"," 49.60993"
"01-2015",2885," 2.36","47.52720","-122.3047"," 40.13902"
"01-2015",2885," 2.36","47.52720","-122.3047"," 43.59779"
"01-2015",2885," 2.36","47.52720","-122.3047"," 45.49070"
"01-2015",2885," 2.36","47.52720","-122.3047"," 46.13312"
"01-2015",2885," 2.36","47.52720","-122.3047"," 43.36374"
"01-2015",2885," 2.36","47.52720","-122.3047"," 42.97822"
"01-2015",2885," 2.36","47.52720","-122.3047"," 54.44149"
"01-2015",2885," 2.36","47.52720","-122.3047"," 42.26622"
"01-2015",2885," 2.36","47.52720","-122.3047"," 49.35307"
"01-2015",2885," 2.36","47.52720","-122.3047"," 42.43541"
"01-2015",2885," 2.36","47.52720","-122.3047"," 54.07249"
"01-2015",2885," 2.36","47.52720","-122.3047"," 46.47149"
"01-2015",2885," 2.36","47.52720","-122.3047"," 47.05690"
"01-2015",2885," 2.36","47.52720","-122.3047"," 47.58398"
"01-2015",2885," 2.36","47.52720","-122.3047"," 53.03213"
"01-2015",2885," 2.36","47.52720","-122.3047"," 50.27873"
"01-2015",2885," 2.36","47.52720","-122.3047"," 45.31089"
"01-2015",2885," 2.36","47.52720","-122.3047"," 45.13078"
"01-2015",2885," 2.36","47.52720","-122.3047"," 50.78976"
"01-2015",2885," 2.36","47.52720","-122.3047"," 43.14574"
"01-2015",2885," 2.36","47.52720","-122.3047"," 47.73180"
"01-2015",2885," 2.36","47.52720","-122.3047"," 45.87894"
"01-2015",2885," 2.36","47.52720","-122.3047"," 43.12816"
"01-2015",2885," 2.38","47.69262","-122.3144"," 35.45596"
"01-2015",2885," 2.38","47.69262","-122.3144"," 46.93173"
"01-2015",2885," 2.38","47.69262","-122.3144"," 43.44506"
"01-2015",2885," 2.38","47.69262","-122.3144"," 51.99488"
"01-2015",2885," 2.38","47.69262","-122.3144"," 38.07128"
"01-2015",2885," 2.38","47.69262","-122.3144"," 46.76586"
"01-2015",2885," 2.38","47.69262","-122.3144"," 43.52210"
"01-2015",2885," 2.38","47.69262","-122.3144"," 49.60993"
"01-2015",2885," 2.38","47.69262","-122.3144"," 40.13902"
"01-2015",2885," 2.38","47.69262","-122.3144"," 43.59779"
"01-2015",2885," 2.38","47.69262","-122.3144"," 45.49070"
"01-2015",2885," 2.38","47.69262","-122.3144"," 46.13312"
"01-2015",2885," 2.38","47.69262","-122.3144"," 43.36374"
"01-2015",2885," 2.38","47.69262","-122.3144"," 42.97822"
"01-2015",2885," 2.38","47.69262","-122.3144"," 54.44149"
"01-2015",2885," 2.38","47.69262","-122.3144"," 42.26622"
"01-2015",2885," 2.38","47.69262","-122.3144"," 49.35307"
"01-2015",2885," 2.38","47.69262","-122.3144"," 42.43541"
"01-2015",2885," 2.38","47.69262","-122.3144"," 54.07249"
"01-2015",2885," 2.38","47.69262","-122.3144"," 46.47149"
"01-2015",2885," 2.38","47.69262","-122.3144"," 47.05690"
"01-2015",2885," 2.38","47.69262","-122.3144"," 47.58398"
"01-2015",2885," 2.38","47.69262","-122.3144"," 53.03213"
"01-2015",2885," 2.38","47.69262","-122.3144"," 50.27873"
"01-2015",2885," 2.38","47.69262","-122.3144"," 45.31089"
"01-2015",2885," 2.38","47.69262","-122.3144"," 45.13078"
"01-2015",2885," 2.38","47.69262","-122.3144"," 50.78976"
"01-2015",2885," 2.38","47.69262","-122.3144"," 43.14574"
"01-2015",2885," 2.38","47.69262","-122.3144"," 47.73180"
"01-2015",2885," 2.38","47.69262","-122.3144"," 45.87894"
"01-2015",2885," 2.38","47.69262","-122.3144"," 43.12816"
"01-2015",2885," 2.47","47.50812","-122.3871"," 35.45596"
"01-2015",2885," 2.47","47.50812","-122.3871"," 46.93173"
"01-2015",2885," 2.47","47.50812","-122.3871"," 43.44506"
"01-2015",2885," 2.47","47.50812","-122.3871"," 51.99488"
"01-2015",2885," 2.47","47.50812","-122.3871"," 38.07128"
"01-2015",2885," 2.47","47.50812","-122.3871"," 46.76586"
"01-2015",2885," 2.47","47.50812","-122.3871"," 43.52210"
"01-2015",2885," 2.47","47.50812","-122.3871"," 49.60993"
"01-2015",2885," 2.47","47.50812","-122.3871"," 40.13902"
"01-2015",2885," 2.47","47.50812","-122.3871"," 43.59779"
"01-2015",2885," 2.47","47.50812","-122.3871"," 45.49070"
"01-2015",2885," 2.47","47.50812","-122.3871"," 46.13312"
"01-2015",2885," 2.47","47.50812","-122.3871"," 43.36374"
"01-2015",2885," 2.47","47.50812","-122.3871"," 42.97822"
"01-2015",2885," 2.47","47.50812","-122.3871"," 54.44149"
"01-2015",2885," 2.47","47.50812","-122.3871"," 42.26622"
"01-2015",2885," 2.47","47.50812","-122.3871"," 49.35307"
"01-2015",2885," 2.47","47.50812","-122.3871"," 42.43541"
"01-2015",2885," 2.47","47.50812","-122.3871"," 54.07249"
"01-2015",2885," 2.47","47.50812","-122.3871"," 46.47149"
"01-2015",2885," 2.47","47.50812","-122.3871"," 47.05690"
"01-2015",2885," 2.47","47.50812","-122.3871"," 47.58398"
"01-2015",2885," 2.47","47.50812","-122.3871"," 53.03213"
"01-2015",2885," 2.47","47.50812","-122.3871"," 50.27873"
"01-2015",2885," 2.47","47.50812","-122.3871"," 45.31089"
"01-2015",2885," 2.47","47.50812","-122.3871"," 45.13078"
"01-2015",2885," 2.47","47.50812","-122.3871"," 50.78976"
"01-2015",2885," 2.47","47.50812","-122.3871"," 43.14574"
"01-2015",2885," 2.47","47.50812","-122.3871"," 47.73180"
"01-2015",2885," 2.47","47.50812","-122.3871"," 45.87894"
"01-2015",2885," 2.47","47.50812","-122.3871"," 43.12816"
"01-2015",2885," 2.54","47.72503","-122.3414"," 35.45596"
"01-2015",2885," 2.54","47.72503","-122.3414"," 46.93173"
"01-2015",2885," 2.54","47.72503","-122.3414"," 43.44506"
"01-2015",2885," 2.54","47.72503","-122.3414"," 51.99488"
"01-2015",2885," 2.54","47.72503","-122.3414"," 38.07128"
"01-2015",2885," 2.54","47.72503","-122.3414"," 46.76586"
"01-2015",2885," 2.54","47.72503","-122.3414"," 43.52210"
"01-2015",2885," 2.54","47.72503","-122.3414"," 49.60993"
"01-2015",2885," 2.54","47.72503","-122.3414"," 40.13902"
"01-2015",2885," 2.54","47.72503","-122.3414"," 43.59779"
"01-2015",2885," 2.54","47.72503","-122.3414"," 45.49070"
"01-2015",2885," 2.54","47.72503","-122.3414"," 46.13312"
"01-2015",2885," 2.54","47.72503","-122.3414"," 43.36374"
"01-2015",2885," 2.54","47.72503","-122.3414"," 42.97822"
"01-2015",2885," 2.54","47.72503","-122.3414"," 54.44149"
"01-2015",2885," 2.54","47.72503","-122.3414"," 42.26622"
"01-2015",2885," 2.54","47.72503","-122.3414"," 49.35307"
"01-2015",2885," 2.54","47.72503","-122.3414"," 42.43541"
"01-2015",2885," 2.54","47.72503","-122.3414"," 54.07249"
"01-2015",2885," 2.54","47.72503","-122.3414"," 46.47149"
"01-2015",2885," 2.54","47.72503","-122.3414"," 47.05690"
"01-2015",2885," 2.54","47.72503","-122.3414"," 47.58398"
"01-2015",2885," 2.54","47.72503","-122.3414"," 53.03213"
"01-2015",2885," 2.54","47.72503","-122.3414"," 50.27873"
"01-2015",2885," 2.54","47.72503","-122.3414"," 45.31089"
"01-2015",2885," 2.54","47.72503","-122.3414"," 45.13078"
"01-2015",2885," 2.54","47.72503","-122.3414"," 50.78976"
"01-2015",2885," 2.54","47.72503","-122.3414"," 43.14574"
"01-2015",2885," 2.54","47.72503","-122.3414"," 47.73180"
"01-2015",2885," 2.54","47.72503","-122.3414"," 45.87894"
"01-2015",2885," 2.54","47.72503","-122.3414"," 43.12816"
"01-2015",2885," 2.73","47.61803","-122.3585"," 35.45596"
"01-2015",2885," 2.73","47.61803","-122.3585"," 46.93173"
"01-2015",2885," 2.73","47.61803","-122.3585"," 43.44506"
"01-2015",2885," 2.73","47.61803","-122.3585"," 51.99488"
"01-2015",2885," 2.73","47.61803","-122.3585"," 38.07128"
"01-2015",2885," 2.73","47.61803","-122.3585"," 46.76586"
"01-2015",2885," 2.73","47.61803","-122.3585"," 43.52210"
"01-2015",2885," 2.73","47.61803","-122.3585"," 49.60993"
"01-2015",2885," 2.73","47.61803","-122.3585"," 40.13902"
"01-2015",2885," 2.73","47.61803","-122.3585"," 43.59779"
"01-2015",2885," 2.73","47.61803","-122.3585"," 45.49070"
"01-2015",2885," 2.73","47.61803","-122.3585"," 46.13312"
"01-2015",2885," 2.73","47.61803","-122.3585"," 43.36374"
"01-2015",2885," 2.73","47.61803","-122.3585"," 42.97822"
"01-2015",2885," 2.73","47.61803","-122.3585"," 54.44149"
"01-2015",2885," 2.73","47.61803","-122.3585"," 42.26622"
"01-2015",2885," 2.73","47.61803","-122.3585"," 49.35307"
"01-2015",2885," 2.73","47.61803","-122.3585"," 42.43541"
"01-2015",2885," 2.73","47.61803","-122.3585"," 54.07249"
"01-2015",2885," 2.73","47.61803","-122.3585"," 46.47149"
"01-2015",2885," 2.73","47.61803","-122.3585"," 47.05690"
"01-2015",2885," 2.73","47.61803","-122.3585"," 47.58398"
"01-2015",2885," 2.73","47.61803","-122.3585"," 53.03213"
"01-2015",2885," 2.73","47.61803","-122.3585"," 50.27873"
"01-2015",2885," 2.73","47.61803","-122.3585"," 45.31089"
"01-2015",2885," 2.73","47.61803","-122.3585"," 45.13078"
"01-2015",2885," 2.73","47.61803","-122.3585"," 50.78976"
"01-2015",2885," 2.73","47.61803","-122.3585"," 43.14574"
"01-2015",2885," 2.73","47.61803","-122.3585"," 47.73180"
"01-2015",2885," 2.73","47.61803","-122.3585"," 45.87894"
"01-2015",2885," 2.73","47.61803","-122.3585"," 43.12816"
"01-2015",2885," 2.67","47.54598","-122.2686"," 35.45596"
"01-2015",2885," 2.67","47.54598","-122.2686"," 46.93173"
"01-2015",2885," 2.67","47.54598","-122.2686"," 43.44506"
"01-2015",2885," 2.67","47.54598","-122.2686"," 51.99488"
"01-2015",2885," 2.67","47.54598","-122.2686"," 38.07128"
"01-2015",2885," 2.67","47.54598","-122.2686"," 46.76586"
"01-2015",2885," 2.67","47.54598","-122.2686"," 43.52210"
"01-2015",2885," 2.67","47.54598","-122.2686"," 49.60993"
"01-2015",2885," 2.67","47.54598","-122.2686"," 40.13902"
"01-2015",2885," 2.67","47.54598","-122.2686"," 43.59779"
"01-2015",2885," 2.67","47.54598","-122.2686"," 45.49070"
"01-2015",2885," 2.67","47.54598","-122.2686"," 46.13312"
"01-2015",2885," 2.67","47.54598","-122.2686"," 43.36374"
"01-2015",2885," 2.67","47.54598","-122.2686"," 42.97822"
"01-2015",2885," 2.67","47.54598","-122.2686"," 54.44149"
"01-2015",2885," 2.67","47.54598","-122.2686"," 42.26622"
"01-2015",2885," 2.67","47.54598","-122.2686"," 49.35307"
"01-2015",2885," 2.67","47.54598","-122.2686"," 42.43541"
"01-2015",2885," 2.67","47.54598","-122.2686"," 54.07249"
"01-2015",2885," 2.67","47.54598","-122.2686"," 46.47149"
"01-2015",2885," 2.67","47.54598","-122.2686"," 47.05690"
"01-2015",2885," 2.67","47.54598","-122.2686"," 47.58398"
"01-2015",2885," 2.67","47.54598","-122.2686"," 53.03213"
"01-2015",2885," 2.67","47.54598","-122.2686"," 50.27873"
"01-2015",2885," 2.67","47.54598","-122.2686"," 45.31089"
"01-2015",2885," 2.67","47.54598","-122.2686"," 45.13078"
"01-2015",2885," 2.67","47.54598","-122.2686"," 50.78976"
"01-2015",2885," 2.67","47.54598","-122.2686"," 43.14574"
"01-2015",2885," 2.67","47.54598","-122.2686"," 47.73180"
"01-2015",2885," 2.67","47.54598","-122.2686"," 45.87894"
"01-2015",2885," 2.67","47.54598","-122.2686"," 43.12816"
"01-2015",2885," 1.92","47.51631","-122.3181"," 35.45596"
"01-2015",2885," 1.92","47.51631","-122.3181"," 46.93173"
"01-2015",2885," 1.92","47.51631","-122.3181"," 43.44506"
"01-2015",2885," 1.92","47.51631","-122.3181"," 51.99488"
"01-2015",2885," 1.92","47.51631","-122.3181"," 38.07128"
"01-2015",2885," 1.92","47.51631","-122.3181"," 46.76586"
"01-2015",2885," 1.92","47.51631","-122.3181"," 43.52210"
"01-2015",2885," 1.92","47.51631","-122.3181"," 49.60993"
"01-2015",2885," 1.92","47.51631","-122.3181"," 40.13902"
"01-2015",2885," 1.92","47.51631","-122.3181"," 43.59779"
"01-2015",2885," 1.92","47.51631","-122.3181"," 45.49070"
"01-2015",2885," 1.92","47.51631","-122.3181"," 46.13312"
"01-2015",2885," 1.92","47.51631","-122.3181"," 43.36374"
"01-2015",2885," 1.92","47.51631","-122.3181"," 42.97822"
"01-2015",2885," 1.92","47.51631","-122.3181"," 54.44149"
"01-2015",2885," 1.92","47.51631","-122.3181"," 42.26622"
"01-2015",2885," 1.92","47.51631","-122.3181"," 49.35307"
"01-2015",2885," 1.92","47.51631","-122.3181"," 42.43541"
"01-2015",2885," 1.92","47.51631","-122.3181"," 54.07249"
"01-2015",2885," 1.92","47.51631","-122.3181"," 46.47149"
"01-2015",2885," 1.92","47.51631","-122.3181"," 47.05690"
"01-2015",2885," 1.92","47.51631","-122.3181"," 47.58398"
"01-2015",2885," 1.92","47.51631","-122.3181"," 53.03213"
"01-2015",2885," 1.92","47.51631","-122.3181"," 50.27873"
"01-2015",2885," 1.92","47.51631","-122.3181"," 45.31089"
"01-2015",2885," 1.92","47.51631","-122.3181"," 45.13078"
"01-2015",2885," 1.92","47.51631","-122.3181"," 50.78976"
"01-2015",2885," 1.92","47.51631","-122.3181"," 43.14574"
"01-2015",2885," 1.92","47.51631","-122.3181"," 47.73180"
"01-2015",2885," 1.92","47.51631","-122.3181"," 45.87894"
"01-2015",2885," 1.92","47.51631","-122.3181"," 43.12816"
"01-2015",2885," 2.35","47.56544","-122.3397"," 35.45596"
"01-2015",2885," 2.35","47.56544","-122.3397"," 46.93173"
"01-2015",2885," 2.35","47.56544","-122.3397"," 43.44506"
"01-2015",2885," 2.35","47.56544","-122.3397"," 51.99488"
"01-2015",2885," 2.35","47.56544","-122.3397"," 38.07128"
"01-2015",2885," 2.35","47.56544","-122.3397"," 46.76586"
"01-2015",2885," 2.35","47.56544","-122.3397"," 43.52210"
"01-2015",2885," 2.35","47.56544","-122.3397"," 49.60993"
"01-2015",2885," 2.35","47.56544","-122.3397"," 40.13902"
"01-2015",2885," 2.35","47.56544","-122.3397"," 43.59779"
"01-2015",2885," 2.35","47.56544","-122.3397"," 45.49070"
"01-2015",2885," 2.35","47.56544","-122.3397"," 46.13312"
"01-2015",2885," 2.35","47.56544","-122.3397"," 43.36374"
"01-2015",2885," 2.35","47.56544","-122.3397"," 42.97822"
"01-2015",2885," 2.35","47.56544","-122.3397"," 54.44149"
"01-2015",2885," 2.35","47.56544","-122.3397"," 42.26622"
"01-2015",2885," 2.35","47.56544","-122.3397"," 49.35307"
"01-2015",2885," 2.35","47.56544","-122.3397"," 42.43541"
"01-2015",2885," 2.35","47.56544","-122.3397"," 54.07249"
"01-2015",2885," 2.35","47.56544","-122.3397"," 46.47149"
"01-2015",2885," 2.35","47.56544","-122.3397"," 47.05690"
"01-2015",2885," 2.35","47.56544","-122.3397"," 47.58398"
"01-2015",2885," 2.35","47.56544","-122.3397"," 53.03213"
"01-2015",2885," 2.35","47.56544","-122.3397"," 50.27873"
"01-2015",2885," 2.35","47.56544","-122.3397"," 45.31089"
"01-2015",2885," 2.35","47.56544","-122.3397"," 45.13078"
"01-2015",2885," 2.35","47.56544","-122.3397"," 50.78976"
"01-2015",2885," 2.35","47.56544","-122.3397"," 43.14574"
"01-2015",2885," 2.35","47.56544","-122.3397"," 47.73180"
"01-2015",2885," 2.35","47.56544","-122.3397"," 45.87894"
"01-2015",2885," 2.35","47.56544","-122.3397"," 43.12816"
"01-2015",2885," 2.72","47.65800","-122.3176"," 35.45596"
"01-2015",2885," 2.72","47.65800","-122.3176"," 46.93173"
"01-2015",2885," 2.72","47.65800","-122.3176"," 43.44506"
"01-2015",2885," 2.72","47.65800","-122.3176"," 51.99488"
"01-2015",2885," 2.72","47.65800","-122.3176"," 38.07128"
"01-2015",2885," 2.72","47.65800","-122.3176"," 46.76586"
"01-2015",2885," 2.72","47.65800","-122.3176"," 43.52210"
"01-2015",2885," 2.72","47.65800","-122.3176"," 49.60993"
"01-2015",2885," 2.72","47.65800","-122.3176"," 40.13902"
"01-2015",2885," 2.72","47.65800","-122.3176"," 43.59779"
"01-2015",2885," 2.72","47.65800","-122.3176"," 45.49070"
"01-2015",2885," 2.72","47.65800","-122.3176"," 46.13312"
"01-2015",2885," 2.72","47.65800","-122.3176"," 43.36374"
"01-2015",2885," 2.72","47.65800","-122.3176"," 42.97822"
"01-2015",2885," 2.72","47.65800","-122.3176"," 54.44149"
"01-2015",2885," 2.72","47.65800","-122.3176"," 42.26622"
"01-2015",2885," 2.72","47.65800","-122.3176"," 49.35307"
"01-2015",2885," 2.72","47.65800","-122.3176"," 42.43541"
"01-2015",2885," 2.72","47.65800","-122.3176"," 54.07249"
"01-2015",2885," 2.72","47.65800","-122.3176"," 46.47149"
"01-2015",2885," 2.72","47.65800","-122.3176"," 47.05690"
"01-2015",2885," 2.72","47.65800","-122.3176"," 47.58398"
"01-2015",2885," 2.72","47.65800","-122.3176"," 53.03213"
"01-2015",2885," 2.72","47.65800","-122.3176"," 50.27873"
"01-2015",2885," 2.72","47.65800","-122.3176"," 45.31089"
"01-2015",2885," 2.72","47.65800","-122.3176"," 45.13078"
"01-2015",2885," 2.72","47.65800","-122.3176"," 50.78976"
"01-2015",2885," 2.72","47.65800","-122.3176"," 43.14574"
"01-2015",2885," 2.72","47.65800","-122.3176"," 47.73180"
"01-2015",2885," 2.72","47.65800","-122.3176"," 45.87894"
"01-2015",2885," 2.72","47.65800","-122.3176"," 43.12816"
"01-2015",2885," 3.20","47.51885","-122.2669"," 35.45596"
"01-2015",2885," 3.20","47.51885","-122.2669"," 46.93173"
"01-2015",2885," 3.20","47.51885","-122.2669"," 43.44506"
"01-2015",2885," 3.20","47.51885","-122.2669"," 51.99488"
"01-2015",2885," 3.20","47.51885","-122.2669"," 38.07128"
"01-2015",2885," 3.20","47.51885","-122.2669"," 46.76586"
"01-2015",2885," 3.20","47.51885","-122.2669"," 43.52210"
"01-2015",2885," 3.20","47.51885","-122.2669"," 49.60993"
"01-2015",2885," 3.20","47.51885","-122.2669"," 40.13902"
"01-2015",2885," 3.20","47.51885","-122.2669"," 43.59779"
"01-2015",2885," 3.20","47.51885","-122.2669"," 45.49070"
"01-2015",2885," 3.20","47.51885","-122.2669"," 46.13312"
"01-2015",2885," 3.20","47.51885","-122.2669"," 43.36374"
"01-2015",2885," 3.20","47.51885","-122.2669"," 42.97822"
"01-2015",2885," 3.20","47.51885","-122.2669"," 54.44149"
"01-2015",2885," 3.20","47.51885","-122.2669"," 42.26622"
"01-2015",2885," 3.20","47.51885","-122.2669"," 49.35307"
"01-2015",2885," 3.20","47.51885","-122.2669"," 42.43541"
"01-2015",2885," 3.20","47.51885","-122.2669"," 54.07249"
"01-2015",2885," 3.20","47.51885","-122.2669"," 46.47149"
"01-2015",2885," 3.20","47.51885","-122.2669"," 47.05690"
"01-2015",2885," 3.20","47.51885","-122.2669"," 47.58398"
"01-2015",2885," 3.20","47.51885","-122.2669"," 53.03213"
"01-2015",2885," 3.20","47.51885","-122.2669"," 50.27873"
"01-2015",2885," 3.20","47.51885","-122.2669"," 45.31089"
"01-2015",2885," 3.20","47.51885","-122.2669"," 45.13078"
"01-2015",2885," 3.20","47.51885","-122.2669"," 50.78976"
"01-2015",2885," 3.20","47.51885","-122.2669"," 43.14574"
"01-2015",2885," 3.20","47.51885","-122.2669"," 47.73180"
"01-2015",2885," 3.20","47.51885","-122.2669"," 45.87894"
"01-2015",2885," 3.20","47.51885","-122.2669"," 43.12816"
"01-2015",2885," 2.27","47.66847","-122.3861"," 35.45596"
"01-2015",2885," 2.27","47.66847","-122.3861"," 46.93173"
"01-2015",2885," 2.27","47.66847","-122.3861"," 43.44506"
"01-2015",2885," 2.27","47.66847","-122.3861"," 51.99488"
"01-2015",2885," 2.27","47.66847","-122.3861"," 38.07128"
"01-2015",2885," 2.27","47.66847","-122.3861"," 46.76586"
"01-2015",2885," 2.27","47.66847","-122.3861"," 43.52210"
"01-2015",2885," 2.27","47.66847","-122.3861"," 49.60993"
"01-2015",2885," 2.27","47.66847","-122.3861"," 40.13902"
"01-2015",2885," 2.27","47.66847","-122.3861"," 43.59779"
"01-2015",2885," 2.27","47.66847","-122.3861"," 45.49070"
"01-2015",2885," 2.27","47.66847","-122.3861"," 46.13312"
"01-2015",2885," 2.27","47.66847","-122.3861"," 43.36374"
"01-2015",2885," 2.27","47.66847","-122.3861"," 42.97822"
"01-2015",2885," 2.27","47.66847","-122.3861"," 54.44149"
"01-2015",2885," 2.27","47.66847","-122.3861"," 42.26622"
"01-2015",2885," 2.27","47.66847","-122.3861"," 49.35307"
"01-2015",2885," 2.27","47.66847","-122.3861"," 42.43541"
"01-2015",2885," 2.27","47.66847","-122.3861"," 54.07249"
"01-2015",2885," 2.27","47.66847","-122.3861"," 46.47149"
"01-2015",2885," 2.27","47.66847","-122.3861"," 47.05690"
"01-2015",2885," 2.27","47.66847","-122.3861"," 47.58398"
"01-2015",2885," 2.27","47.66847","-122.3861"," 53.03213"
"01-2015",2885," 2.27","47.66847","-122.3861"," 50.27873"
"01-2015",2885," 2.27","47.66847","-122.3861"," 45.31089"
"01-2015",2885," 2.27","47.66847","-122.3861"," 45.13078"
"01-2015",2885," 2.27","47.66847","-122.3861"," 50.78976"
"01-2015",2885," 2.27","47.66847","-122.3861"," 43.14574"
"01-2015",2885," 2.27","47.66847","-122.3861"," 47.73180"
"01-2015",2885," 2.27","47.66847","-122.3861"," 45.87894"
"01-2015",2885," 2.27","47.66847","-122.3861"," 43.12816"
"01-2015",2885," 3.01","47.61477","-122.2940"," 35.45596"
"01-2015",2885," 3.01","47.61477","-122.2940"," 46.93173"
"01-2015",2885," 3.01","47.61477","-122.2940"," 43.44506"
"01-2015",2885," 3.01","47.61477","-122.2940"," 51.99488"
"01-2015",2885," 3.01","47.61477","-122.2940"," 38.07128"
"01-2015",2885," 3.01","47.61477","-122.2940"," 46.76586"
"01-2015",2885," 3.01","47.61477","-122.2940"," 43.52210"
"01-2015",2885," 3.01","47.61477","-122.2940"," 49.60993"
"01-2015",2885," 3.01","47.61477","-122.2940"," 40.13902"
"01-2015",2885," 3.01","47.61477","-122.2940"," 43.59779"
"01-2015",2885," 3.01","47.61477","-122.2940"," 45.49070"
"01-2015",2885," 3.01","47.61477","-122.2940"," 46.13312"
"01-2015",2885," 3.01","47.61477","-122.2940"," 43.36374"
"01-2015",2885," 3.01","47.61477","-122.2940"," 42.97822"
"01-2015",2885," 3.01","47.61477","-122.2940"," 54.44149"
"01-2015",2885," 3.01","47.61477","-122.2940"," 42.26622"
"01-2015",2885," 3.01","47.61477","-122.2940"," 49.35307"
"01-2015",2885," 3.01","47.61477","-122.2940"," 42.43541"
"01-2015",2885," 3.01","47.61477","-122.2940"," 54.07249"
"01-2015",2885," 3.01","47.61477","-122.2940"," 46.47149"
