"values","lat","long","date"
1.95,47.674222,-122.355418,2018-06-30
0.25,47.674222,-122.355418,2018-07-31
3.15,47.674222,-122.355418,2018-08-31
0.75,47.674222,-122.355418,2018-09-30
2.18,47.674222,-122.355418,2018-10-31
5.74,47.674222,-122.355418,2018-11-30
4.03,47.674222,-122.355418,2018-12-31
3.77,47.674222,-122.355418,2018-01-31
2.1,47.674222,-122.355418,2018-02-28
4.04,47.674222,-122.355418,2018-03-31
3.34,47.674222,-122.355418,2018-04-30
4.27,47.674222,-122.355418,2018-05-31
0.16,47.674222,-122.355418,2018-06-30
0.11,47.674222,-122.355418,2018-07-31
0.89,47.674222,-122.355418,2018-08-31
2.3,47.674222,-122.355418,2018-09-30
5.88,47.674222,-122.355418,2018-10-31
9.94,47.674222,-122.355418,2018-11-30
2.6,47.674222,-122.355418,2018-12-31
7.62,47.674222,-122.355418,2018-01-31
3.9,47.674222,-122.355418,2018-02-28
3.34,47.674222,-122.355418,2018-03-31
3.53,47.674222,-122.355418,2018-04-30
3.6,47.674222,-122.355418,2018-05-31
2.71,47.674222,-122.355418,2018-06-30
0.22,47.674222,-122.355418,2018-07-31
0.96,47.674222,-122.355418,2018-08-31
4.12,47.674222,-122.355418,2018-09-30
4.29,47.674222,-122.355418,2018-10-31
5,47.674222,-122.355418,2018-11-30
9.46,47.674222,-122.355418,2018-12-31
5.46,47.674222,-122.355418,2018-01-31
3.89,47.674222,-122.355418,2018-02-28
7.58,47.674222,-122.355418,2018-03-31
3.42,47.674222,-122.355418,2018-04-30
3.3,47.674222,-122.355418,2018-05-31
1.33,47.674222,-122.355418,2018-06-30
0.74,47.674222,-122.355418,2018-07-31
0.11,47.674222,-122.355418,2018-08-31
1.13,47.674222,-122.355418,2018-09-30
3.61,47.674222,-122.355418,2018-10-31
6.88,47.674222,-122.355418,2018-11-30
1.83,47.674222,-122.355418,2018-12-31
5.6,47.674222,-122.355418,2018-01-31
6.72,47.674222,-122.355418,2018-03-31
2.42,47.674222,-122.355418,2018-04-30
2.17,47.674222,-122.355418,2018-05-31
3.66,47.674222,-122.355418,2018-06-30
1.71,47.674222,-122.355418,2018-07-31
0,47.674222,-122.355418,2018-08-31
0.26,47.674222,-122.355418,2018-09-30
6.89,47.674222,-122.355418,2018-10-31
9.32,47.674222,-122.355418,2018-11-30
10.01,47.674222,-122.355418,2018-12-31
4.5,47.674222,-122.355418,2018-01-31
1.77,47.674222,-122.355418,2018-02-28
2.76,47.674222,-122.355418,2018-03-31
5.08,47.674222,-122.355418,2018-04-30
1.85,47.674222,-122.355418,2018-05-31
1.92,47.674222,-122.355418,2018-06-30
0.03,47.674222,-122.355418,2018-07-31
1,47.674222,-122.355418,2018-08-31
5.14,47.674222,-122.355418,2018-09-30
1.14,47.674222,-122.355418,2018-10-31
2.79,47.674222,-122.355418,2018-11-30
1.24,47.674222,-122.355418,2018-12-31
4.54,47.674222,-122.355418,2018-01-31
5.55,47.674222,-122.355418,2018-02-28
9.73,47.674222,-122.355418,2018-03-31
3.37,47.674222,-122.355418,2018-04-30
2.6,47.674222,-122.355418,2018-05-31
1.12,47.674222,-122.355418,2018-06-30
0.99,47.674222,-122.355418,2018-07-31
1.29,47.674222,-122.355418,2018-08-31
2.69,47.674222,-122.355418,2018-09-30
6.46,47.674222,-122.355418,2018-10-31
4.95,47.674222,-122.355418,2018-11-30
6.08,47.674222,-122.355418,2018-12-31
2.66,47.674222,-122.355418,2018-01-31
4.46,47.674222,-122.355418,2018-02-28
4.33,47.674222,-122.355418,2018-03-31
1.62,47.674222,-122.355418,2018-04-30
0.79,47.674222,-122.355418,2018-05-31
0.21,47.674222,-122.355418,2018-06-30
0.27,47.674222,-122.355418,2018-07-31
2.96,47.674222,-122.355418,2018-08-31
2.03,47.674222,-122.355418,2018-09-30
3.63,47.674222,-122.355418,2018-10-31
7.37,47.674222,-122.355418,2018-11-30
11.21,47.674222,-122.355418,2018-12-31
8.37,47.674222,-122.355418,2018-01-31
4.8,47.674222,-122.355418,2018-03-31
1.36,47.674222,-122.355418,2018-04-30
1.3,47.674222,-122.355418,2018-05-31
1.34,47.674222,-122.355418,2018-06-30
0.62,47.674222,-122.355418,2018-07-31
0.17,47.674222,-122.355418,2018-08-31
1.27,47.674222,-122.355418,2018-09-30
9.14,47.674222,-122.355418,2018-10-31
7.38,47.674222,-122.355418,2018-11-30
4.16,47.674222,-122.355418,2018-12-31
4.19,47.674222,-122.355418,2018-01-31
8.45,47.674222,-122.355418,2018-02-28
7.2,47.674222,-122.355418,2018-03-31
4.58,47.674222,-122.355418,2018-04-30
0.02,47.674222,-122.355418,2018-05-31
3.25,47.518854,-122.266914,2018-11-30
6.48,47.518854,-122.266914,2018-12-31
5.42,47.518854,-122.266914,2018-01-31
1.18,47.518854,-122.266914,2018-02-28
5.68,47.518854,-122.266914,2018-03-31
1.78,47.518854,-122.266914,2018-04-30
0.83,47.518854,-122.266914,2018-05-31
0.33,47.518854,-122.266914,2018-06-30
0.14,47.518854,-122.266914,2018-07-31
0.68,47.518854,-122.266914,2018-08-31
0.4,47.518854,-122.266914,2018-09-30
7.39,47.518854,-122.266914,2018-10-31
4.71,47.518854,-122.266914,2018-11-30
4.13,47.518854,-122.266914,2018-12-31
5.04,47.518854,-122.266914,2018-01-31
2.21,47.518854,-122.266914,2018-03-31
0.38,47.518854,-122.266914,2018-04-30
1.46,47.518854,-122.266914,2018-05-31
0.57,47.518854,-122.266914,2018-06-30
0.3,47.518854,-122.266914,2018-07-31
2.93,47.518854,-122.266914,2018-08-31
2.24,47.518854,-122.266914,2018-09-30
2.05,47.518854,-122.266914,2018-10-31
2.73,47.518854,-122.266914,2018-11-30
4.16,47.518854,-122.266914,2018-12-31
4.24,47.518854,-122.266914,2018-01-31
1.17,47.518854,-122.266914,2018-02-28
3.86,47.518854,-122.266914,2018-03-31
3.72,47.518854,-122.266914,2018-04-30
3.06,47.518854,-122.266914,2018-05-31
3.57,47.518854,-122.266914,2018-06-30
1,47.518854,-122.266914,2018-07-31
0.44,47.518854,-122.266914,2018-08-31
1.02,47.518854,-122.266914,2018-09-30
2.78,47.518854,-122.266914,2018-10-31
6.13,47.518854,-122.266914,2018-11-30
7.06,47.518854,-122.266914,2018-12-31
12.61,47.518854,-122.266914,2018-01-31
3.3,47.518854,-122.266914,2018-02-28
1.67,47.518854,-122.266914,2018-03-31
2.72,47.518854,-122.266914,2018-04-30
1.5,47.518854,-122.266914,2018-05-31
1.59,47.518854,-122.266914,2018-06-30
0.05,47.518854,-122.266914,2018-07-31
0.05,47.518854,-122.266914,2018-08-31
1.97,47.518854,-122.266914,2018-09-30
1.56,47.518854,-122.266914,2018-10-31
14.68,47.518854,-122.266914,2018-11-30
7.83,47.518854,-122.266914,2018-12-31
4.28,47.518854,-122.266914,2018-01-31
3.16,47.518854,-122.266914,2018-02-28
4.66,47.518854,-122.266914,2018-03-31
0.55,47.518854,-122.266914,2018-04-30
0.13,47.518854,-122.266914,2018-05-31
1.15,47.518854,-122.266914,2018-06-30
1.43,47.518854,-122.266914,2018-07-31
1.14,47.518854,-122.266914,2018-08-31
2.66,47.518854,-122.266914,2018-09-30
3.55,47.518854,-122.266914,2018-10-31
3.57,47.518854,-122.266914,2018-11-30
9.37,47.518854,-122.266914,2018-12-31
3.53,47.518854,-122.266914,2018-01-31
4.09,47.518854,-122.266914,2018-03-31
1.71,47.518854,-122.266914,2018-04-30
1.33,47.518854,-122.266914,2018-05-31
1.64,47.518854,-122.266914,2018-06-30
0.51,47.518854,-122.266914,2018-07-31
3.49,47.518854,-122.266914,2018-08-31
0.74,47.518854,-122.266914,2018-09-30
2.18,47.518854,-122.266914,2018-10-31
6.08,47.518854,-122.266914,2018-11-30
3.94,47.518854,-122.266914,2018-12-31
3.92,47.518854,-122.266914,2018-01-31
1.75,47.518854,-122.266914,2018-02-28
4.25,47.518854,-122.266914,2018-03-31
3.67,47.518854,-122.266914,2018-04-30
4.6,47.518854,-122.266914,2018-05-31
0.56,47.518854,-122.266914,2018-06-30
0.06,47.518854,-122.266914,2018-07-31
1.08,47.518854,-122.266914,2018-08-31
2.49,47.518854,-122.266914,2018-09-30
6.06,47.518854,-122.266914,2018-10-31
10.07,47.518854,-122.266914,2018-11-30
2.8,47.518854,-122.266914,2018-12-31
6.81,47.518854,-122.266914,2018-01-31
3.6,47.518854,-122.266914,2018-02-28
4.43,47.518854,-122.266914,2018-03-31
4.05,47.518854,-122.266914,2018-04-30
3.46,47.518854,-122.266914,2018-05-31
2.66,47.518854,-122.266914,2018-06-30
0.34,47.518854,-122.266914,2018-07-31
0.59,47.518854,-122.266914,2018-08-31
3.94,47.518854,-122.266914,2018-09-30
5.71,47.518854,-122.266914,2018-10-31
5.17,47.518854,-122.266914,2018-11-30
9.71,47.518854,-122.266914,2018-12-31
6.13,47.518854,-122.266914,2018-01-31
3.59,47.518854,-122.266914,2018-02-28
7.31,47.518854,-122.266914,2018-03-31
4.63,47.518854,-122.266914,2018-04-30
3.14,47.518854,-122.266914,2018-05-31
1.55,47.518854,-122.266914,2018-06-30
0.8,47.518854,-122.266914,2018-07-31
0.09,47.518854,-122.266914,2018-08-31
1.21,47.518854,-122.266914,2018-09-30
3.29,47.518854,-122.266914,2018-10-31
6.24,47.518854,-122.266914,2018-11-30
2.1,47.518854,-122.266914,2018-12-31
6.66,47.518854,-122.266914,2018-01-31
8.22,47.518854,-122.266914,2018-03-31
2.8,47.518854,-122.266914,2018-04-30
2.65,47.518854,-122.266914,2018-05-31
3.11,47.518854,-122.266914,2018-06-30
1.37,47.518854,-122.266914,2018-07-31
0,47.518854,-122.266914,2018-08-31
0.08,47.518854,-122.266914,2018-09-30
6.54,47.518854,-122.266914,2018-10-31
8.14,47.518854,-122.266914,2018-11-30
9.3,47.518854,-122.266914,2018-12-31
3.93,47.518854,-122.266914,2018-01-31
1.78,47.518854,-122.266914,2018-02-28
2.75,47.518854,-122.266914,2018-03-31
5.14,47.518854,-122.266914,2018-04-30
1.95,47.518854,-122.266914,2018-05-31
1.74,47.518854,-122.266914,2018-06-30
0.09,47.518854,-122.266914,2018-07-31
1.24,47.518854,-122.266914,2018-08-31
5.91,47.518854,-122.266914,2018-09-30
1.76,47.518854,-122.266914,2018-10-31
3.54,47.518854,-122.266914,2018-11-30
1.57,47.518854,-122.266914,2018-12-31
3.93,47.518854,-122.266914,2018-01-31
6.27,47.518854,-122.266914,2018-02-28
9.24,47.518854,-122.266914,2018-03-31
4.47,47.518854,-122.266914,2018-04-30
3.14,47.518854,-122.266914,2018-05-31
0.79,47.518854,-122.266914,2018-06-30
1.09,47.518854,-122.266914,2018-07-31
1.48,47.518854,-122.266914,2018-08-31
2.61,47.518854,-122.266914,2018-09-30
7.21,47.518854,-122.266914,2018-10-31
4.44,47.518854,-122.266914,2018-11-30
5.24,47.518854,-122.266914,2018-12-31
3.2,47.518854,-122.266914,2018-01-31
5.1,47.518854,-122.266914,2018-02-28
4.55,47.518854,-122.266914,2018-03-31
2.11,47.518854,-122.266914,2018-04-30
0.57,47.518854,-122.266914,2018-05-31
0.17,47.518854,-122.266914,2018-06-30
0.14,47.518854,-122.266914,2018-07-31
2.97,47.518854,-122.266914,2018-08-31
1.3,47.518854,-122.266914,2018-09-30
3.7,47.518854,-122.266914,2018-10-31
7.74,47.518854,-122.266914,2018-11-30
10.88,47.518854,-122.266914,2018-12-31
7.07,47.518854,-122.266914,2018-01-31
5.85,47.518854,-122.266914,2018-03-31
1.38,47.518854,-122.266914,2018-04-30
0.88,47.518854,-122.266914,2018-05-31
1.73,47.518854,-122.266914,2018-06-30
0.46,47.518854,-122.266914,2018-07-31
0.02,47.518854,-122.266914,2018-08-31
0.87,47.518854,-122.266914,2018-09-30
10.37,47.518854,-122.266914,2018-10-31
7.49,47.518854,-122.266914,2018-11-30
3.74,47.518854,-122.266914,2018-12-31
3.95,47.518854,-122.266914,2018-01-31
9.63,47.518854,-122.266914,2018-02-28
7.33,47.518854,-122.266914,2018-03-31
4.1,47.518854,-122.266914,2018-04-30
0.14,47.518854,-122.266914,2018-05-31
2.38,47.618028,-122.358532,2018-11-30
4.95,47.618028,-122.358532,2018-12-31
6.58,47.618028,-122.358532,2018-01-31
1.37,47.618028,-122.358532,2018-02-28
4.01,47.618028,-122.358532,2018-03-31
2.34,47.618028,-122.358532,2018-04-30
1.45,47.618028,-122.358532,2018-05-31
0.82,47.618028,-122.358532,2018-06-30
0.2,47.618028,-122.358532,2018-07-31
0.3,47.618028,-122.358532,2018-08-31
0.73,47.618028,-122.358532,2018-09-30
6.64,47.618028,-122.358532,2018-10-31
5.3,47.618028,-122.358532,2018-11-30
3.72,47.618028,-122.358532,2018-12-31
6.67,47.618028,-122.358532,2018-01-31
1.93,47.618028,-122.358532,2018-03-31
0.7,47.618028,-122.358532,2018-04-30
2.86,47.618028,-122.358532,2018-05-31
0.63,47.618028,-122.358532,2018-06-30
0.35,47.618028,-122.358532,2018-07-31
3.03,47.618028,-122.358532,2018-08-31
1.57,47.618028,-122.358532,2018-09-30
1.85,47.618028,-122.358532,2018-10-31
2.28,47.618028,-122.358532,2018-11-30
4.49,47.618028,-122.358532,2018-12-31
3.03,47.618028,-122.358532,2018-01-31
0.77,47.618028,-122.358532,2018-02-28
2.62,47.618028,-122.358532,2018-03-31
2.34,47.618028,-122.358532,2018-04-30
2.56,47.618028,-122.358532,2018-05-31
1.31,47.618028,-122.358532,2018-06-30
0.6,47.618028,-122.358532,2018-07-31
0.13,47.618028,-122.358532,2018-08-31
0.96,47.618028,-122.358532,2018-09-30
2.02,47.618028,-122.358532,2018-10-31
4.45,47.618028,-122.358532,2018-11-30
6.16,47.618028,-122.358532,2018-12-31
8.67,47.618028,-122.358532,2018-01-31
2.54,47.618028,-122.358532,2018-02-28
1.38,47.618028,-122.358532,2018-03-31
1.73,47.618028,-122.358532,2018-04-30
0.92,47.618028,-122.358532,2018-05-31
1.3,47.618028,-122.358532,2018-06-30
0.08,47.618028,-122.358532,2018-07-31
0.18,47.618028,-122.358532,2018-08-31
1.2,47.618028,-122.358532,2018-09-30
1.22,47.618028,-122.358532,2018-10-31
11.02,47.618028,-122.358532,2018-11-30
7.26,47.618028,-122.358532,2018-12-31
3.46,47.618028,-122.358532,2018-01-31
1.48,47.618028,-122.358532,2018-02-28
2.17,47.618028,-122.358532,2018-03-31
0,47.618028,-122.358532,2018-04-30
0,47.618028,-122.358532,2018-05-31
0.39,47.618028,-122.358532,2018-06-30
1.22,47.618028,-122.358532,2018-07-31
0.66,47.618028,-122.358532,2018-08-31
1.96,47.618028,-122.358532,2018-09-30
2.25,47.618028,-122.358532,2018-10-31
2.81,47.618028,-122.358532,2018-11-30
9.46,47.618028,-122.358532,2018-12-31
3.88,47.618028,-122.358532,2018-01-31
3.64,47.618028,-122.358532,2018-03-31
1.87,47.618028,-122.358532,2018-04-30
0.6,47.618028,-122.358532,2018-05-31
1.85,47.618028,-122.358532,2018-06-30
0.19,47.618028,-122.358532,2018-07-31
2.73,47.618028,-122.358532,2018-08-31
0.57,47.618028,-122.358532,2018-09-30
1.87,47.618028,-122.358532,2018-10-31
4.73,47.618028,-122.358532,2018-11-30
3.14,47.618028,-122.358532,2018-12-31
3.53,47.618028,-122.358532,2018-01-31
1.61,47.618028,-122.358532,2018-02-28
3.11,47.618028,-122.358532,2018-03-31
2.43,47.618028,-122.358532,2018-04-30
4.05,47.618028,-122.358532,2018-05-31
0.1,47.618028,-122.358532,2018-06-30
0.09,47.618028,-122.358532,2018-07-31
0.78,47.618028,-122.358532,2018-08-31
2.47,47.618028,-122.358532,2018-09-30
5.01,47.618028,-122.358532,2018-10-31
7.93,47.618028,-122.358532,2018-11-30
2.27,47.618028,-122.358532,2018-12-31
6.58,47.618028,-122.358532,2018-01-31
3.54,47.618028,-122.358532,2018-02-28
2.78,47.618028,-122.358532,2018-03-31
3.16,47.618028,-122.358532,2018-04-30
3.05,47.618028,-122.358532,2018-05-31
1.87,47.618028,-122.358532,2018-06-30
0.22,47.618028,-122.358532,2018-07-31
0.67,47.618028,-122.358532,2018-08-31
3.98,47.618028,-122.358532,2018-09-30
3.95,47.618028,-122.358532,2018-10-31
4.46,47.618028,-122.358532,2018-11-30
8.36,47.618028,-122.358532,2018-12-31
4.77,47.618028,-122.358532,2018-01-31
3.18,47.618028,-122.358532,2018-02-28
5.97,47.618028,-122.358532,2018-03-31
3.06,47.618028,-122.358532,2018-04-30
3.31,47.618028,-122.358532,2018-05-31
1.28,47.618028,-122.358532,2018-06-30
0.85,47.618028,-122.358532,2018-07-31
0.02,47.618028,-122.358532,2018-08-31
0.99,47.618028,-122.358532,2018-09-30
2.6,47.618028,-122.358532,2018-10-31
5.27,47.618028,-122.358532,2018-11-30
1.62,47.618028,-122.358532,2018-12-31
4.59,47.618028,-122.358532,2018-01-31
6.19,47.618028,-122.358532,2018-03-31
2.09,47.618028,-122.358532,2018-04-30
2.51,47.618028,-122.358532,2018-05-31
2.58,47.618028,-122.358532,2018-06-30
1.22,47.618028,-122.358532,2018-07-31
0,47.618028,-122.358532,2018-08-31
0.06,47.618028,-122.358532,2018-09-30
5.5,47.618028,-122.358532,2018-10-31
8.02,47.618028,-122.358532,2018-11-30
8.36,47.618028,-122.358532,2018-12-31
3.32,47.618028,-122.358532,2018-01-31
1.33,47.618028,-122.358532,2018-02-28
2.52,47.618028,-122.358532,2018-03-31
4.18,47.618028,-122.358532,2018-04-30
1.47,47.618028,-122.358532,2018-05-31
1.44,47.618028,-122.358532,2018-06-30
0,47.618028,-122.358532,2018-07-31
1.2,47.618028,-122.358532,2018-08-31
4.73,47.618028,-122.358532,2018-09-30
0.76,47.618028,-122.358532,2018-10-31
2.31,47.618028,-122.358532,2018-11-30
0.95,47.618028,-122.358532,2018-12-31
3.99,47.618028,-122.358532,2018-01-31
5.33,47.618028,-122.358532,2018-02-28
8.04,47.618028,-122.358532,2018-03-31
2.7,47.618028,-122.358532,2018-04-30
2.38,47.618028,-122.358532,2018-05-31
0.75,47.618028,-122.358532,2018-06-30
0.75,47.618028,-122.358532,2018-07-31
1.23,47.618028,-122.358532,2018-08-31
3.35,47.618028,-122.358532,2018-09-30
6.41,47.618028,-122.358532,2018-10-31
4.63,47.618028,-122.358532,2018-11-30
5.41,47.618028,-122.358532,2018-12-31
2.73,47.618028,-122.358532,2018-01-31
4.18,47.618028,-122.358532,2018-02-28
4.39,47.618028,-122.358532,2018-03-31
1.64,47.618028,-122.358532,2018-04-30
0.52,47.618028,-122.358532,2018-05-31
0.1,47.618028,-122.358532,2018-06-30
0.15,47.618028,-122.358532,2018-07-31
2.83,47.618028,-122.358532,2018-08-31
1.83,47.618028,-122.358532,2018-09-30
3.25,47.618028,-122.358532,2018-10-31
6.36,47.618028,-122.358532,2018-11-30
9.94,47.618028,-122.358532,2018-12-31
7.24,47.618028,-122.358532,2018-01-31
5.55,47.618028,-122.358532,2018-03-31
1.65,47.618028,-122.358532,2018-04-30
1.36,47.618028,-122.358532,2018-05-31
1.09,47.618028,-122.358532,2018-06-30
0.53,47.618028,-122.358532,2018-07-31
0.12,47.618028,-122.358532,2018-08-31
0.98,47.618028,-122.358532,2018-09-30
9.76,47.618028,-122.358532,2018-10-31
7.85,47.618028,-122.358532,2018-11-30
3.4,47.618028,-122.358532,2018-12-31
4.01,47.618028,-122.358532,2018-01-31
8.91,47.618028,-122.358532,2018-02-28
6.53,47.618028,-122.358532,2018-03-31
4.44,47.618028,-122.358532,2018-04-30
0.01,47.618028,-122.358532,2018-05-31
2.59,47.643205,-122.393554,2018-11-30
5.71,47.643205,-122.393554,2018-12-31
7.58,47.643205,-122.393554,2018-01-31
1.47,47.643205,-122.393554,2018-02-28
5.16,47.643205,-122.393554,2018-03-31
2.44,47.643205,-122.393554,2018-04-30
1.63,47.643205,-122.393554,2018-05-31
0.87,47.643205,-122.393554,2018-06-30
0.21,47.643205,-122.393554,2018-07-31
0.57,47.643205,-122.393554,2018-08-31
0.63,47.643205,-122.393554,2018-09-30
6.99,47.643205,-122.393554,2018-10-31
5.93,47.643205,-122.393554,2018-11-30
4.58,47.643205,-122.393554,2018-12-31
6.77,47.643205,-122.393554,2018-01-31
1.93,47.643205,-122.393554,2018-03-31
0.7,47.643205,-122.393554,2018-04-30
2.86,47.643205,-122.393554,2018-05-31
0.63,47.643205,-122.393554,2018-06-30
0.35,47.643205,-122.393554,2018-07-31
3.03,47.643205,-122.393554,2018-08-31
1.57,47.643205,-122.393554,2018-09-30
2.59,47.643205,-122.393554,2018-10-31
2.56,47.643205,-122.393554,2018-11-30
4.77,47.643205,-122.393554,2018-12-31
3.3,47.643205,-122.393554,2018-01-31
0.87,47.643205,-122.393554,2018-02-28
2.48,47.643205,-122.393554,2018-03-31
3.24,47.643205,-122.393554,2018-04-30
1.98,47.643205,-122.393554,2018-05-31
1.44,47.643205,-122.393554,2018-06-30
0.53,47.643205,-122.393554,2018-07-31
0.56,47.643205,-122.393554,2018-08-31
1.22,47.643205,-122.393554,2018-09-30
2.72,47.643205,-122.393554,2018-10-31
5.6,47.643205,-122.393554,2018-11-30
8.09,47.643205,-122.393554,2018-12-31
10.11,47.643205,-122.393554,2018-01-31
2.66,47.643205,-122.393554,2018-02-28
1.2,47.643205,-122.393554,2018-03-31
1.78,47.643205,-122.393554,2018-04-30
0.94,47.643205,-122.393554,2018-05-31
1.11,47.643205,-122.393554,2018-06-30
0.06,47.643205,-122.393554,2018-07-31
0.21,47.643205,-122.393554,2018-08-31
0.97,47.643205,-122.393554,2018-09-30
1.31,47.643205,-122.393554,2018-10-31
10.94,47.643205,-122.393554,2018-11-30
7.02,47.643205,-122.393554,2018-12-31
3.23,47.643205,-122.393554,2018-01-31
1.57,47.643205,-122.393554,2018-02-28
2.99,47.643205,-122.393554,2018-03-31
0.77,47.643205,-122.393554,2018-04-30
0.1,47.643205,-122.393554,2018-05-31
0.34,47.643205,-122.393554,2018-06-30
1.29,47.643205,-122.393554,2018-07-31
0.78,47.643205,-122.393554,2018-08-31
1.97,47.643205,-122.393554,2018-09-30
3.04,47.643205,-122.393554,2018-10-31
3.37,47.643205,-122.393554,2018-11-30
10.49,47.643205,-122.393554,2018-12-31
4.16,47.643205,-122.393554,2018-01-31
3.66,47.643205,-122.393554,2018-03-31
1.81,47.643205,-122.393554,2018-04-30
0.5,47.643205,-122.393554,2018-05-31
2.09,47.643205,-122.393554,2018-06-30
0.39,47.643205,-122.393554,2018-07-31
3.18,47.643205,-122.393554,2018-08-31
0.64,47.643205,-122.393554,2018-09-30
2.01,47.643205,-122.393554,2018-10-31
5.3,47.643205,-122.393554,2018-11-30
3.63,47.643205,-122.393554,2018-12-31
3.83,47.643205,-122.393554,2018-01-31
1.78,47.643205,-122.393554,2018-02-28
3.44,47.643205,-122.393554,2018-03-31
2.67,47.643205,-122.393554,2018-04-30
4.81,47.643205,-122.393554,2018-05-31
0.14,47.643205,-122.393554,2018-06-30
0.2,47.643205,-122.393554,2018-07-31
0.95,47.643205,-122.393554,2018-08-31
2.2,47.643205,-122.393554,2018-09-30
5.4,47.643205,-122.393554,2018-10-31
9.17,47.643205,-122.393554,2018-11-30
2.5,47.643205,-122.393554,2018-12-31
7.4,47.643205,-122.393554,2018-01-31
3.91,47.643205,-122.393554,2018-02-28
3.39,47.643205,-122.393554,2018-03-31
2.84,47.643205,-122.393554,2018-04-30
3.93,47.643205,-122.393554,2018-05-31
1.96,47.643205,-122.393554,2018-06-30
0.21,47.643205,-122.393554,2018-07-31
0.69,47.643205,-122.393554,2018-08-31
4.22,47.643205,-122.393554,2018-09-30
4.22,47.643205,-122.393554,2018-10-31
4.79,47.643205,-122.393554,2018-11-30
8.87,47.643205,-122.393554,2018-12-31
4.81,47.643205,-122.393554,2018-01-31
3.4,47.643205,-122.393554,2018-02-28
7.23,47.643205,-122.393554,2018-03-31
2.95,47.643205,-122.393554,2018-04-30
3.14,47.643205,-122.393554,2018-05-31
1.15,47.643205,-122.393554,2018-06-30
0.9,47.643205,-122.393554,2018-07-31
0.05,47.643205,-122.393554,2018-08-31
1.11,47.643205,-122.393554,2018-09-30
2.78,47.643205,-122.393554,2018-10-31
5.87,47.643205,-122.393554,2018-11-30
1.75,47.643205,-122.393554,2018-12-31
4.89,47.643205,-122.393554,2018-01-31
6.09,47.643205,-122.393554,2018-03-31
2.02,47.643205,-122.393554,2018-04-30
2.13,47.643205,-122.393554,2018-05-31
3.05,47.643205,-122.393554,2018-06-30
1.97,47.643205,-122.393554,2018-07-31
0,47.643205,-122.393554,2018-08-31
0.16,47.643205,-122.393554,2018-09-30
5.99,47.643205,-122.393554,2018-10-31
8.89,47.643205,-122.393554,2018-11-30
9.04,47.643205,-122.393554,2018-12-31
3.64,47.643205,-122.393554,2018-01-31
1.45,47.643205,-122.393554,2018-02-28
2.6,47.643205,-122.393554,2018-03-31
4.95,47.643205,-122.393554,2018-04-30
1.93,47.643205,-122.393554,2018-05-31
1.55,47.643205,-122.393554,2018-06-30
0,47.643205,-122.393554,2018-07-31
1.15,47.643205,-122.393554,2018-08-31
5.63,47.643205,-122.393554,2018-09-30
1.31,47.643205,-122.393554,2018-10-31
2.75,47.643205,-122.393554,2018-11-30
1.01,47.643205,-122.393554,2018-12-31
4.6,47.643205,-122.393554,2018-01-31
5.85,47.643205,-122.393554,2018-02-28
8.87,47.643205,-122.393554,2018-03-31
2.78,47.643205,-122.393554,2018-04-30
2.71,47.643205,-122.393554,2018-05-31
0.95,47.643205,-122.393554,2018-06-30
0.96,47.643205,-122.393554,2018-07-31
1.25,47.643205,-122.393554,2018-08-31
2.52,47.643205,-122.393554,2018-09-30
7.07,47.643205,-122.393554,2018-10-31
4.8,47.643205,-122.393554,2018-11-30
5.93,47.643205,-122.393554,2018-12-31
2.7,47.643205,-122.393554,2018-01-31
4.32,47.643205,-122.393554,2018-02-28
4.42,47.643205,-122.393554,2018-03-31
1.58,47.643205,-122.393554,2018-04-30
0.66,47.643205,-122.393554,2018-05-31
0.13,47.643205,-122.393554,2018-06-30
0.17,47.643205,-122.393554,2018-07-31
2.96,47.643205,-122.393554,2018-08-31
1.73,47.643205,-122.393554,2018-09-30
3.3,47.643205,-122.393554,2018-10-31
7.08,47.643205,-122.393554,2018-11-30
11.4,47.643205,-122.393554,2018-12-31
8.25,47.643205,-122.393554,2018-01-31
6.11,47.643205,-122.393554,2018-03-31
1.39,47.643205,-122.393554,2018-04-30
1.01,47.643205,-122.393554,2018-05-31
1.17,47.643205,-122.393554,2018-06-30
0.75,47.643205,-122.393554,2018-07-31
0.13,47.643205,-122.393554,2018-08-31
1.29,47.643205,-122.393554,2018-09-30
10.32,47.643205,-122.393554,2018-10-31
8.14,47.643205,-122.393554,2018-11-30
3.78,47.643205,-122.393554,2018-12-31
4.2,47.643205,-122.393554,2018-01-31
8.64,47.643205,-122.393554,2018-02-28
7.15,47.643205,-122.393554,2018-03-31
4.34,47.643205,-122.393554,2018-04-30
0,47.643205,-122.393554,2018-05-31
2.46,47.583939,-122.382968,2018-11-30
3.57,47.583939,-122.382968,2018-12-31
5.72,47.583939,-122.382968,2018-01-31
1.33,47.583939,-122.382968,2018-02-28
4.57,47.583939,-122.382968,2018-03-31
2.14,47.583939,-122.382968,2018-04-30
0.81,47.583939,-122.382968,2018-05-31
0.72,47.583939,-122.382968,2018-06-30
0.15,47.583939,-122.382968,2018-07-31
0.47,47.583939,-122.382968,2018-08-31
0.79,47.583939,-122.382968,2018-09-30
6.52,47.583939,-122.382968,2018-10-31
4.8,47.583939,-122.382968,2018-11-30
2.93,47.583939,-122.382968,2018-12-31
5.22,47.583939,-122.382968,2018-01-31
2.13,47.583939,-122.382968,2018-03-31
0.53,47.583939,-122.382968,2018-04-30
