"values","lat","long","date"
3.42,47.692621,-122.314398,2018-06-30
1.76,47.692621,-122.314398,2018-07-31
0,47.692621,-122.314398,2018-08-31
0.27,47.692621,-122.314398,2018-09-30
5.85,47.692621,-122.314398,2018-10-31
7.96,47.692621,-122.314398,2018-11-30
8.53,47.692621,-122.314398,2018-12-31
4.54,47.692621,-122.314398,2018-01-31
1.67,47.692621,-122.314398,2018-02-28
2.79,47.692621,-122.314398,2018-03-31
4.86,47.692621,-122.314398,2018-04-30
1.54,47.692621,-122.314398,2018-05-31
2.23,47.692621,-122.314398,2018-06-30
0.11,47.692621,-122.314398,2018-07-31
0.99,47.692621,-122.314398,2018-08-31
4.91,47.692621,-122.314398,2018-09-30
0.98,47.692621,-122.314398,2018-10-31
3.04,47.692621,-122.314398,2018-11-30
1.52,47.692621,-122.314398,2018-12-31
4.07,47.692621,-122.314398,2018-01-31
5.12,47.692621,-122.314398,2018-02-28
8.69,47.692621,-122.314398,2018-03-31
3.37,47.692621,-122.314398,2018-04-30
2.45,47.692621,-122.314398,2018-05-31
1.16,47.692621,-122.314398,2018-06-30
1.33,47.692621,-122.314398,2018-07-31
1.64,47.692621,-122.314398,2018-08-31
2.64,47.692621,-122.314398,2018-09-30
6.89,47.692621,-122.314398,2018-10-31
4.56,47.692621,-122.314398,2018-11-30
5.5,47.692621,-122.314398,2018-12-31
2.38,47.692621,-122.314398,2018-01-31
4.18,47.692621,-122.314398,2018-02-28
4.23,47.692621,-122.314398,2018-03-31
1.66,47.692621,-122.314398,2018-04-30
0.73,47.692621,-122.314398,2018-05-31
0.13,47.692621,-122.314398,2018-06-30
0.31,47.692621,-122.314398,2018-07-31
2.61,47.692621,-122.314398,2018-08-31
1.42,47.692621,-122.314398,2018-09-30
3.45,47.692621,-122.314398,2018-10-31
6.76,47.692621,-122.314398,2018-11-30
10.05,47.692621,-122.314398,2018-12-31
7.47,47.692621,-122.314398,2018-01-31
5.58,47.692621,-122.314398,2018-03-31
1.56,47.692621,-122.314398,2018-04-30
1.86,47.692621,-122.314398,2018-05-31
1.64,47.692621,-122.314398,2018-06-30
0.57,47.692621,-122.314398,2018-07-31
0.22,47.692621,-122.314398,2018-08-31
1.47,47.692621,-122.314398,2018-09-30
9.92,47.692621,-122.314398,2018-10-31
7.49,47.692621,-122.314398,2018-11-30
4.19,47.692621,-122.314398,2018-12-31
3.95,47.692621,-122.314398,2018-01-31
8.11,47.692621,-122.314398,2018-02-28
6.71,47.692621,-122.314398,2018-03-31
4.32,47.692621,-122.314398,2018-04-30
0.01,47.692621,-122.314398,2018-05-31
0.78,47.508121,-122.387062,2018-11-30
1.99,47.508121,-122.387062,2018-12-31
7.57,47.508121,-122.387062,2018-01-31
1.11,47.508121,-122.387062,2018-02-28
5.09,47.508121,-122.387062,2018-03-31
2.2,47.508121,-122.387062,2018-04-30
0.43,47.508121,-122.387062,2018-05-31
0.57,47.508121,-122.387062,2018-06-30
0.17,47.508121,-122.387062,2018-07-31
0.37,47.508121,-122.387062,2018-08-31
0.66,47.508121,-122.387062,2018-09-30
6.59,47.508121,-122.387062,2018-10-31
5.76,47.508121,-122.387062,2018-11-30
3.14,47.508121,-122.387062,2018-12-31
4.81,47.508121,-122.387062,2018-01-31
1.68,47.508121,-122.387062,2018-03-31
0.38,47.508121,-122.387062,2018-04-30
1.94,47.508121,-122.387062,2018-05-31
0.57,47.508121,-122.387062,2018-06-30
0.3,47.508121,-122.387062,2018-07-31
2.89,47.508121,-122.387062,2018-08-31
2.24,47.508121,-122.387062,2018-09-30
2,47.508121,-122.387062,2018-10-31
1.05,47.508121,-122.387062,2018-11-30
4.2,47.508121,-122.387062,2018-12-31
3.82,47.508121,-122.387062,2018-01-31
1.1,47.508121,-122.387062,2018-02-28
3.32,47.508121,-122.387062,2018-03-31
4.03,47.508121,-122.387062,2018-04-30
3.4,47.508121,-122.387062,2018-05-31
2.01,47.508121,-122.387062,2018-06-30
0.75,47.508121,-122.387062,2018-07-31
0.57,47.508121,-122.387062,2018-08-31
0.33,47.508121,-122.387062,2018-09-30
2.15,47.508121,-122.387062,2018-10-31
4.13,47.508121,-122.387062,2018-11-30
6.02,47.508121,-122.387062,2018-12-31
9.3,47.508121,-122.387062,2018-01-31
2.86,47.508121,-122.387062,2018-02-28
1.39,47.508121,-122.387062,2018-03-31
1.9,47.508121,-122.387062,2018-04-30
0.99,47.508121,-122.387062,2018-05-31
1.56,47.508121,-122.387062,2018-06-30
0.1,47.508121,-122.387062,2018-07-31
0.04,47.508121,-122.387062,2018-08-31
1.56,47.508121,-122.387062,2018-09-30
0.65,47.508121,-122.387062,2018-10-31
11.78,47.508121,-122.387062,2018-11-30
8.56,47.508121,-122.387062,2018-12-31
3.93,47.508121,-122.387062,2018-01-31
1.26,47.508121,-122.387062,2018-02-28
2,47.508121,-122.387062,2018-03-31
0,47.508121,-122.387062,2018-04-30
0.01,47.508121,-122.387062,2018-05-31
0.63,47.508121,-122.387062,2018-06-30
1.42,47.508121,-122.387062,2018-07-31
1.16,47.508121,-122.387062,2018-08-31
2.31,47.508121,-122.387062,2018-09-30
2.1,47.508121,-122.387062,2018-10-31
2.94,47.508121,-122.387062,2018-11-30
9.59,47.508121,-122.387062,2018-12-31
3.45,47.508121,-122.387062,2018-01-31
3.08,47.508121,-122.387062,2018-03-31
1.65,47.508121,-122.387062,2018-04-30
0.63,47.508121,-122.387062,2018-05-31
1.57,47.508121,-122.387062,2018-06-30
0.2,47.508121,-122.387062,2018-07-31
2.65,47.508121,-122.387062,2018-08-31
0.51,47.508121,-122.387062,2018-09-30
2.08,47.508121,-122.387062,2018-10-31
5.18,47.508121,-122.387062,2018-11-30
3.96,47.508121,-122.387062,2018-12-31
4.53,47.508121,-122.387062,2018-01-31
1.4,47.508121,-122.387062,2018-02-28
3.14,47.508121,-122.387062,2018-03-31
2.96,47.508121,-122.387062,2018-04-30
3.82,47.508121,-122.387062,2018-05-31
0.24,47.508121,-122.387062,2018-06-30
0.11,47.508121,-122.387062,2018-07-31
0.96,47.508121,-122.387062,2018-08-31
1.87,47.508121,-122.387062,2018-09-30
4.92,47.508121,-122.387062,2018-10-31
9.13,47.508121,-122.387062,2018-11-30
2.77,47.508121,-122.387062,2018-12-31
7.12,47.508121,-122.387062,2018-01-31
3.64,47.508121,-122.387062,2018-02-28
3.03,47.508121,-122.387062,2018-03-31
3.65,47.508121,-122.387062,2018-04-30
2.97,47.508121,-122.387062,2018-05-31
2.09,47.508121,-122.387062,2018-06-30
0.18,47.508121,-122.387062,2018-07-31
0.64,47.508121,-122.387062,2018-08-31
4.18,47.508121,-122.387062,2018-09-30
4.71,47.508121,-122.387062,2018-10-31
4.63,47.508121,-122.387062,2018-11-30
8.78,47.508121,-122.387062,2018-12-31
4.5,47.508121,-122.387062,2018-01-31
2.95,47.508121,-122.387062,2018-02-28
6.26,47.508121,-122.387062,2018-03-31
3.41,47.508121,-122.387062,2018-04-30
3.16,47.508121,-122.387062,2018-05-31
0.79,47.508121,-122.387062,2018-06-30
0.82,47.508121,-122.387062,2018-07-31
0.06,47.508121,-122.387062,2018-08-31
1.34,47.508121,-122.387062,2018-09-30
2.54,47.508121,-122.387062,2018-10-31
5.14,47.508121,-122.387062,2018-11-30
2.07,47.508121,-122.387062,2018-12-31
5.72,47.508121,-122.387062,2018-01-31
6.08,47.508121,-122.387062,2018-03-31
2.42,47.508121,-122.387062,2018-04-30
2.11,47.508121,-122.387062,2018-05-31
2.21,47.508121,-122.387062,2018-06-30
1.08,47.508121,-122.387062,2018-07-31
0,47.508121,-122.387062,2018-08-31
0.03,47.508121,-122.387062,2018-09-30
6.32,47.508121,-122.387062,2018-10-31
7.71,47.508121,-122.387062,2018-11-30
7.9,47.508121,-122.387062,2018-12-31
2.83,47.508121,-122.387062,2018-01-31
1.49,47.508121,-122.387062,2018-02-28
2.46,47.508121,-122.387062,2018-03-31
3.72,47.508121,-122.387062,2018-04-30
1.68,47.508121,-122.387062,2018-05-31
1.2,47.508121,-122.387062,2018-06-30
0,47.508121,-122.387062,2018-07-31
0.92,47.508121,-122.387062,2018-08-31
5.33,47.508121,-122.387062,2018-09-30
1.52,47.508121,-122.387062,2018-10-31
2.83,47.508121,-122.387062,2018-11-30
1.01,47.508121,-122.387062,2018-12-31
3.4,47.508121,-122.387062,2018-01-31
5.55,47.508121,-122.387062,2018-02-28
7.93,47.508121,-122.387062,2018-03-31
2.65,47.508121,-122.387062,2018-04-30
2.4,47.508121,-122.387062,2018-05-31
0.54,47.508121,-122.387062,2018-06-30
0.57,47.508121,-122.387062,2018-07-31
1.21,47.508121,-122.387062,2018-08-31
1.96,47.508121,-122.387062,2018-09-30
6.58,47.508121,-122.387062,2018-10-31
4.46,47.508121,-122.387062,2018-11-30
5.42,47.508121,-122.387062,2018-12-31
2.47,47.508121,-122.387062,2018-01-31
4.37,47.508121,-122.387062,2018-02-28
4.56,47.508121,-122.387062,2018-03-31
1.65,47.508121,-122.387062,2018-04-30
0.51,47.508121,-122.387062,2018-05-31
0.15,47.508121,-122.387062,2018-06-30
0.13,47.508121,-122.387062,2018-07-31
3.7,47.508121,-122.387062,2018-08-31
0.79,47.508121,-122.387062,2018-09-30
3.38,47.508121,-122.387062,2018-10-31
6.76,47.508121,-122.387062,2018-11-30
10.11,47.508121,-122.387062,2018-12-31
7.39,47.508121,-122.387062,2018-01-31
5.23,47.508121,-122.387062,2018-03-31
1.29,47.508121,-122.387062,2018-04-30
0.7,47.508121,-122.387062,2018-05-31
1.26,47.508121,-122.387062,2018-06-30
0.66,47.508121,-122.387062,2018-07-31
0.04,47.508121,-122.387062,2018-08-31
0.69,47.508121,-122.387062,2018-09-30
9.74,47.508121,-122.387062,2018-10-31
6.7,47.508121,-122.387062,2018-11-30
3.32,47.508121,-122.387062,2018-12-31
4.03,47.508121,-122.387062,2018-01-31
8.49,47.508121,-122.387062,2018-02-28
6.31,47.508121,-122.387062,2018-03-31
3.03,47.508121,-122.387062,2018-04-30
0,47.508121,-122.387062,2018-05-31
2.49,47.699242,-122.370607,2018-11-30
5.06,47.699242,-122.370607,2018-12-31
4.47,47.699242,-122.370607,2018-01-31
1.5,47.699242,-122.370607,2018-02-28
5.15,47.699242,-122.370607,2018-03-31
2.49,47.699242,-122.370607,2018-04-30
1.59,47.699242,-122.370607,2018-05-31
0.94,47.699242,-122.370607,2018-06-30
0.89,47.699242,-122.370607,2018-07-31
1.33,47.699242,-122.370607,2018-08-31
1.92,47.699242,-122.370607,2018-09-30
6.72,47.699242,-122.370607,2018-10-31
6.47,47.699242,-122.370607,2018-11-30
4.68,47.699242,-122.370607,2018-12-31
5.43,47.699242,-122.370607,2018-01-31
1.72,47.699242,-122.370607,2018-03-31
0.55,47.699242,-122.370607,2018-04-30
2.31,47.699242,-122.370607,2018-05-31
0.36,47.699242,-122.370607,2018-06-30
0.24,47.699242,-122.370607,2018-07-31
3.03,47.699242,-122.370607,2018-08-31
1.93,47.699242,-122.370607,2018-09-30
2.53,47.699242,-122.370607,2018-10-31
2.49,47.699242,-122.370607,2018-11-30
5.02,47.699242,-122.370607,2018-12-31
2.86,47.699242,-122.370607,2018-01-31
0.93,47.699242,-122.370607,2018-02-28
2.79,47.699242,-122.370607,2018-03-31
2.61,47.699242,-122.370607,2018-04-30
2.44,47.699242,-122.370607,2018-05-31
2,47.699242,-122.370607,2018-06-30
0.56,47.699242,-122.370607,2018-07-31
0.18,47.699242,-122.370607,2018-08-31
1.06,47.699242,-122.370607,2018-09-30
2.38,47.699242,-122.370607,2018-10-31
4.45,47.699242,-122.370607,2018-11-30
6.94,47.699242,-122.370607,2018-12-31
9.07,47.699242,-122.370607,2018-01-31
2.82,47.699242,-122.370607,2018-02-28
1.11,47.699242,-122.370607,2018-03-31
1.89,47.699242,-122.370607,2018-04-30
1.09,47.699242,-122.370607,2018-05-31
1.23,47.699242,-122.370607,2018-06-30
0.12,47.699242,-122.370607,2018-07-31
0.11,47.699242,-122.370607,2018-08-31
1.06,47.699242,-122.370607,2018-09-30
1.45,47.699242,-122.370607,2018-10-31
10.83,47.699242,-122.370607,2018-11-30
6.91,47.699242,-122.370607,2018-12-31
3.03,47.699242,-122.370607,2018-01-31
1.4,47.699242,-122.370607,2018-02-28
2.62,47.699242,-122.370607,2018-03-31
0.95,47.699242,-122.370607,2018-04-30
0.1,47.699242,-122.370607,2018-05-31
0.5,47.699242,-122.370607,2018-06-30
1.45,47.699242,-122.370607,2018-07-31
1.04,47.699242,-122.370607,2018-08-31
1.99,47.699242,-122.370607,2018-09-30
3,47.699242,-122.370607,2018-10-31
2.87,47.699242,-122.370607,2018-11-30
9.96,47.699242,-122.370607,2018-12-31
4.14,47.699242,-122.370607,2018-01-31
3.77,47.699242,-122.370607,2018-03-31
2.53,47.699242,-122.370607,2018-04-30
0.71,47.699242,-122.370607,2018-05-31
2.1,47.699242,-122.370607,2018-06-30
0.4,47.699242,-122.370607,2018-07-31
3.17,47.699242,-122.370607,2018-08-31
0.81,47.699242,-122.370607,2018-09-30
1.99,47.699242,-122.370607,2018-10-31
4.81,47.699242,-122.370607,2018-11-30
3.85,47.699242,-122.370607,2018-12-31
3.3,47.699242,-122.370607,2018-01-31
1.8,47.699242,-122.370607,2018-02-28
4.19,47.699242,-122.370607,2018-03-31
2.73,47.699242,-122.370607,2018-04-30
4.12,47.699242,-122.370607,2018-05-31
0.27,47.699242,-122.370607,2018-06-30
0.12,47.699242,-122.370607,2018-07-31
0.77,47.699242,-122.370607,2018-08-31
2.4,47.699242,-122.370607,2018-09-30
5.25,47.699242,-122.370607,2018-10-31
10.84,47.699242,-122.370607,2018-11-30
2.95,47.699242,-122.370607,2018-12-31
7.37,47.699242,-122.370607,2018-01-31
3.9,47.699242,-122.370607,2018-02-28
3.34,47.699242,-122.370607,2018-03-31
3.25,47.699242,-122.370607,2018-04-30
3.32,47.699242,-122.370607,2018-05-31
2.5,47.699242,-122.370607,2018-06-30
0.12,47.699242,-122.370607,2018-07-31
0.76,47.699242,-122.370607,2018-08-31
3.44,47.699242,-122.370607,2018-09-30
3.52,47.699242,-122.370607,2018-10-31
4.69,47.699242,-122.370607,2018-11-30
8.93,47.699242,-122.370607,2018-12-31
4.3,47.699242,-122.370607,2018-01-31
3.88,47.699242,-122.370607,2018-02-28
8.08,47.699242,-122.370607,2018-03-31
3.32,47.699242,-122.370607,2018-04-30
3.2,47.699242,-122.370607,2018-05-31
1.23,47.699242,-122.370607,2018-06-30
1.06,47.699242,-122.370607,2018-07-31
0.05,47.699242,-122.370607,2018-08-31
1.04,47.699242,-122.370607,2018-09-30
3.23,47.699242,-122.370607,2018-10-31
6.37,47.699242,-122.370607,2018-11-30
1.68,47.699242,-122.370607,2018-12-31
4.92,47.699242,-122.370607,2018-01-31
6.35,47.699242,-122.370607,2018-03-31
2.19,47.699242,-122.370607,2018-04-30
1.84,47.699242,-122.370607,2018-05-31
3.15,47.699242,-122.370607,2018-06-30
2.65,47.699242,-122.370607,2018-07-31
0,47.699242,-122.370607,2018-08-31
0.38,47.699242,-122.370607,2018-09-30
6.18,47.699242,-122.370607,2018-10-31
9.18,47.699242,-122.370607,2018-11-30
9.99,47.699242,-122.370607,2018-12-31
4.33,47.699242,-122.370607,2018-01-31
1.82,47.699242,-122.370607,2018-02-28
2.8,47.699242,-122.370607,2018-03-31
4.98,47.699242,-122.370607,2018-04-30
1.57,47.699242,-122.370607,2018-05-31
2.1,47.699242,-122.370607,2018-06-30
0,47.699242,-122.370607,2018-07-31
1.08,47.699242,-122.370607,2018-08-31
4.88,47.699242,-122.370607,2018-09-30
0.98,47.699242,-122.370607,2018-10-31
2.79,47.699242,-122.370607,2018-11-30
1.11,47.699242,-122.370607,2018-12-31
4.39,47.699242,-122.370607,2018-01-31
5.62,47.699242,-122.370607,2018-02-28
8.8,47.699242,-122.370607,2018-03-31
3.22,47.699242,-122.370607,2018-04-30
2.25,47.699242,-122.370607,2018-05-31
1.11,47.699242,-122.370607,2018-06-30
1.02,47.699242,-122.370607,2018-07-31
1.46,47.699242,-122.370607,2018-08-31
2.67,47.699242,-122.370607,2018-09-30
6.54,47.699242,-122.370607,2018-10-31
4.86,47.699242,-122.370607,2018-11-30
6.26,47.699242,-122.370607,2018-12-31
2.61,47.699242,-122.370607,2018-01-31
4.52,47.699242,-122.370607,2018-02-28
4.99,47.699242,-122.370607,2018-03-31
1.71,47.699242,-122.370607,2018-04-30
0.54,47.699242,-122.370607,2018-05-31
0.33,47.699242,-122.370607,2018-06-30
0.24,47.699242,-122.370607,2018-07-31
2.58,47.699242,-122.370607,2018-08-31
1.13,47.699242,-122.370607,2018-09-30
3.34,47.699242,-122.370607,2018-10-31
6.54,47.699242,-122.370607,2018-11-30
10.58,47.699242,-122.370607,2018-12-31
8.43,47.699242,-122.370607,2018-01-31
5.96,47.699242,-122.370607,2018-03-31
1.39,47.699242,-122.370607,2018-04-30
1.05,47.699242,-122.370607,2018-05-31
1.57,47.699242,-122.370607,2018-06-30
0.72,47.699242,-122.370607,2018-07-31
0.14,47.699242,-122.370607,2018-08-31
1.59,47.699242,-122.370607,2018-09-30
10.45,47.699242,-122.370607,2018-10-31
8.37,47.699242,-122.370607,2018-11-30
4.21,47.699242,-122.370607,2018-12-31
4.51,47.699242,-122.370607,2018-01-31
8.08,47.699242,-122.370607,2018-02-28
7,47.699242,-122.370607,2018-03-31
4.66,47.699242,-122.370607,2018-04-30
0,47.699242,-122.370607,2018-05-31
2.57,47.668468,-122.386092,2018-11-30
2.48,47.668468,-122.386092,2018-12-31
7.39,47.668468,-122.386092,2018-01-31
1.56,47.668468,-122.386092,2018-02-28
5.14,47.668468,-122.386092,2018-03-31
2.5,47.668468,-122.386092,2018-04-30
0.98,47.668468,-122.386092,2018-05-31
0.75,47.668468,-122.386092,2018-06-30
0.21,47.668468,-122.386092,2018-07-31
0.57,47.668468,-122.386092,2018-08-31
0.63,47.668468,-122.386092,2018-09-30
6.99,47.668468,-122.386092,2018-10-31
5.93,47.668468,-122.386092,2018-11-30
4.58,47.668468,-122.386092,2018-12-31
5.93,47.668468,-122.386092,2018-01-31
1.7,47.668468,-122.386092,2018-03-31
0.55,47.668468,-122.386092,2018-04-30
2.59,47.668468,-122.386092,2018-05-31
0.86,47.668468,-122.386092,2018-06-30
0.35,47.668468,-122.386092,2018-07-31
3.03,47.668468,-122.386092,2018-08-31
1.93,47.668468,-122.386092,2018-09-30
2.78,47.668468,-122.386092,2018-10-31
2.56,47.668468,-122.386092,2018-11-30
4.77,47.668468,-122.386092,2018-12-31
3.33,47.668468,-122.386092,2018-01-31
0.88,47.668468,-122.386092,2018-02-28
2.84,47.668468,-122.386092,2018-03-31
3.03,47.668468,-122.386092,2018-04-30
2.88,47.668468,-122.386092,2018-05-31
1.45,47.668468,-122.386092,2018-06-30
0.32,47.668468,-122.386092,2018-07-31
0.53,47.668468,-122.386092,2018-08-31
0.84,47.668468,-122.386092,2018-09-30
2.37,47.668468,-122.386092,2018-10-31
4.62,47.668468,-122.386092,2018-11-30
7.34,47.668468,-122.386092,2018-12-31
9.38,47.668468,-122.386092,2018-01-31
2.63,47.668468,-122.386092,2018-02-28
1.22,47.668468,-122.386092,2018-03-31
1.98,47.668468,-122.386092,2018-04-30
0.98,47.668468,-122.386092,2018-05-31
1.26,47.668468,-122.386092,2018-06-30
0.16,47.668468,-122.386092,2018-07-31
0.05,47.668468,-122.386092,2018-08-31
1.06,47.668468,-122.386092,2018-09-30
1.51,47.668468,-122.386092,2018-10-31
10.61,47.668468,-122.386092,2018-11-30
7.26,47.668468,-122.386092,2018-12-31
3.59,47.668468,-122.386092,2018-01-31
1.63,47.668468,-122.386092,2018-02-28
2.8,47.668468,-122.386092,2018-03-31
0,47.668468,-122.386092,2018-04-30
0.01,47.668468,-122.386092,2018-05-31
0.37,47.668468,-122.386092,2018-06-30
1.23,47.668468,-122.386092,2018-07-31
0.75,47.668468,-122.386092,2018-08-31
1.88,47.668468,-122.386092,2018-09-30
2.5,47.668468,-122.386092,2018-10-31
3.16,47.668468,-122.386092,2018-11-30
9.31,47.668468,-122.386092,2018-12-31
4.2,47.668468,-122.386092,2018-01-31
3.77,47.668468,-122.386092,2018-03-31
2.15,47.668468,-122.386092,2018-04-30
0.53,47.668468,-122.386092,2018-05-31
1.78,47.668468,-122.386092,2018-06-30
0.46,47.668468,-122.386092,2018-07-31
2.86,47.668468,-122.386092,2018-08-31
0.61,47.668468,-122.386092,2018-09-30
1.82,47.668468,-122.386092,2018-10-31
5.08,47.668468,-122.386092,2018-11-30
3.68,47.668468,-122.386092,2018-12-31
3.73,47.668468,-122.386092,2018-01-31
1.86,47.668468,-122.386092,2018-02-28
3.51,47.668468,-122.386092,2018-03-31
2.79,47.668468,-122.386092,2018-04-30
4.18,47.668468,-122.386092,2018-05-31
0.17,47.668468,-122.386092,2018-06-30
0.09,47.668468,-122.386092,2018-07-31
0.82,47.668468,-122.386092,2018-08-31
2.31,47.668468,-122.386092,2018-09-30
5.29,47.668468,-122.386092,2018-10-31
9.51,47.668468,-122.386092,2018-11-30
2.62,47.668468,-122.386092,2018-12-31
7.19,47.668468,-122.386092,2018-01-31
3.74,47.668468,-122.386092,2018-02-28
3.3,47.668468,-122.386092,2018-03-31
3.07,47.668468,-122.386092,2018-04-30
3.47,47.668468,-122.386092,2018-05-31
2.19,47.668468,-122.386092,2018-06-30
0.18,47.668468,-122.386092,2018-07-31
0.77,47.668468,-122.386092,2018-08-31
3.43,47.668468,-122.386092,2018-09-30
3.88,47.668468,-122.386092,2018-10-31
4.65,47.668468,-122.386092,2018-11-30
8.75,47.668468,-122.386092,2018-12-31
4.84,47.668468,-122.386092,2018-01-31
3.59,47.668468,-122.386092,2018-02-28
7.3,47.668468,-122.386092,2018-03-31
3.14,47.668468,-122.386092,2018-04-30
3.08,47.668468,-122.386092,2018-05-31
1.19,47.668468,-122.386092,2018-06-30
0.86,47.668468,-122.386092,2018-07-31
0.06,47.668468,-122.386092,2018-08-31
1.03,47.668468,-122.386092,2018-09-30
2.93,47.668468,-122.386092,2018-10-31
5.61,47.668468,-122.386092,2018-11-30
1.55,47.668468,-122.386092,2018-12-31
4.9,47.668468,-122.386092,2018-01-31
5.43,47.668468,-122.386092,2018-03-31
1.77,47.668468,-122.386092,2018-04-30
1.79,47.668468,-122.386092,2018-05-31
2.82,47.668468,-122.386092,2018-06-30
1.76,47.668468,-122.386092,2018-07-31
0,47.668468,-122.386092,2018-08-31
0.28,47.668468,-122.386092,2018-09-30
5.78,47.668468,-122.386092,2018-10-31
8.67,47.668468,-122.386092,2018-11-30
9.04,47.668468,-122.386092,2018-12-31
3.77,47.668468,-122.386092,2018-01-31
1.49,47.668468,-122.386092,2018-02-28
2.53,47.668468,-122.386092,2018-03-31
4.68,47.668468,-122.386092,2018-04-30
1.93,47.668468,-122.386092,2018-05-31
1.55,47.668468,-122.386092,2018-06-30
0,47.668468,-122.386092,2018-07-31
1.15,47.668468,-122.386092,2018-08-31
5.63,47.668468,-122.386092,2018-09-30
1.14,47.668468,-122.386092,2018-10-31
2.55,47.668468,-122.386092,2018-11-30
0.95,47.668468,-122.386092,2018-12-31
3.89,47.668468,-122.386092,2018-01-31
4.88,47.668468,-122.386092,2018-02-28
8.3,47.668468,-122.386092,2018-03-31
2.6,47.668468,-122.386092,2018-04-30
2.24,47.668468,-122.386092,2018-05-31
0.98,47.668468,-122.386092,2018-06-30
0.81,47.668468,-122.386092,2018-07-31
1.13,47.668468,-122.386092,2018-08-31
2.35,47.668468,-122.386092,2018-09-30
5.93,47.668468,-122.386092,2018-10-31
4.38,47.668468,-122.386092,2018-11-30
5.39,47.668468,-122.386092,2018-12-31
2.27,47.668468,-122.386092,2018-01-31
3.91,47.668468,-122.386092,2018-02-28
3.8,47.668468,-122.386092,2018-03-31
1.26,47.668468,-122.386092,2018-04-30
0.77,47.668468,-122.386092,2018-05-31
0.15,47.668468,-122.386092,2018-06-30
0.18,47.668468,-122.386092,2018-07-31
2.57,47.668468,-122.386092,2018-08-31
1.77,47.668468,-122.386092,2018-09-30
2.93,47.668468,-122.386092,2018-10-31
6.44,47.668468,-122.386092,2018-11-30
9.93,47.668468,-122.386092,2018-12-31
7.6,47.668468,-122.386092,2018-01-31
5.52,47.668468,-122.386092,2018-03-31
1.32,47.668468,-122.386092,2018-04-30
0.72,47.668468,-122.386092,2018-05-31
1.4,47.668468,-122.386092,2018-06-30
0.62,47.668468,-122.386092,2018-07-31
0.09,47.668468,-122.386092,2018-08-31
1.34,47.668468,-122.386092,2018-09-30
9.19,47.668468,-122.386092,2018-10-31
7.52,47.668468,-122.386092,2018-11-30
3.92,47.668468,-122.386092,2018-12-31
4,47.668468,-122.386092,2018-01-31
7.9,47.668468,-122.386092,2018-02-28
6.54,47.668468,-122.386092,2018-03-31
3.75,47.668468,-122.386092,2018-04-30
0,47.668468,-122.386092,2018-05-31
2.93,47.674222,-122.355418,2018-11-30
2.35,47.674222,-122.355418,2018-12-31
7.31,47.674222,-122.355418,2018-01-31
1.73,47.674222,-122.355418,2018-02-28
5.01,47.674222,-122.355418,2018-03-31
1.45,47.674222,-122.355418,2018-04-30
0.93,47.674222,-122.355418,2018-05-31
0.79,47.674222,-122.355418,2018-06-30
0.06,47.674222,-122.355418,2018-07-31
0.22,47.674222,-122.355418,2018-08-31
0.99,47.674222,-122.355418,2018-09-30
7.04,47.674222,-122.355418,2018-10-31
5.63,47.674222,-122.355418,2018-11-30
4.58,47.674222,-122.355418,2018-12-31
5.93,47.674222,-122.355418,2018-01-31
1.7,47.674222,-122.355418,2018-03-31
0.55,47.674222,-122.355418,2018-04-30
2.59,47.674222,-122.355418,2018-05-31
0.86,47.674222,-122.355418,2018-06-30
0.35,47.674222,-122.355418,2018-07-31
3.03,47.674222,-122.355418,2018-08-31
1.93,47.674222,-122.355418,2018-09-30
2.81,47.674222,-122.355418,2018-10-31
3.15,47.674222,-122.355418,2018-11-30
5.15,47.674222,-122.355418,2018-12-31
3.39,47.674222,-122.355418,2018-01-31
0.97,47.674222,-122.355418,2018-02-28
3.14,47.674222,-122.355418,2018-03-31
3.06,47.674222,-122.355418,2018-04-30
2.69,47.674222,-122.355418,2018-05-31
1.85,47.674222,-122.355418,2018-06-30
0.84,47.674222,-122.355418,2018-07-31
0.58,47.674222,-122.355418,2018-08-31
0.82,47.674222,-122.355418,2018-09-30
2.34,47.674222,-122.355418,2018-10-31
4.57,47.674222,-122.355418,2018-11-30
7.4,47.674222,-122.355418,2018-12-31
9.37,47.674222,-122.355418,2018-01-31
2.69,47.674222,-122.355418,2018-02-28
1.47,47.674222,-122.355418,2018-03-31
2,47.674222,-122.355418,2018-04-30
1.01,47.674222,-122.355418,2018-05-31
1.19,47.674222,-122.355418,2018-06-30
0.08,47.674222,-122.355418,2018-07-31
0.06,47.674222,-122.355418,2018-08-31
0.94,47.674222,-122.355418,2018-09-30
1.48,47.674222,-122.355418,2018-10-31
10.63,47.674222,-122.355418,2018-11-30
6.94,47.674222,-122.355418,2018-12-31
2.8,47.674222,-122.355418,2018-01-31
1.87,47.674222,-122.355418,2018-02-28
2.64,47.674222,-122.355418,2018-03-31
0,47.674222,-122.355418,2018-04-30
0,47.674222,-122.355418,2018-05-31
0.47,47.674222,-122.355418,2018-06-30
1.42,47.674222,-122.355418,2018-07-31
0.88,47.674222,-122.355418,2018-08-31
2.13,47.674222,-122.355418,2018-09-30
2.79,47.674222,-122.355418,2018-10-31
2.95,47.674222,-122.355418,2018-11-30
9.99,47.674222,-122.355418,2018-12-31
4.61,47.674222,-122.355418,2018-01-31
3.88,47.674222,-122.355418,2018-03-31
2.25,47.674222,-122.355418,2018-04-30
0.64,47.674222,-122.355418,2018-05-31
